Timestamp(ns),Value,MotorActive
1741798675309868000,4.09,false
1741798675313854000,1.13,false
1741798675317854000,-4.14,false
1741798675321854000,-2.71,false
1741798675325900000,-1.10,false
1741798675329854000,1.44,false
1741798675333854000,-0.59,false
1741798675337854000,-2.70,false
1741798675341854000,-0.68,false
1741798675345900000,5.54,false
1741798675349854000,4.41,false
1741798675353854000,-1.20,false
1741798675357854000,-4.78,false
1741798675361854000,-1.43,false
1741798675365900000,4.06,false
1741798675369854000,9.05,false
1741798675373854000,0.58,false
1741798675377854000,-4.00,false
1741798675381854000,-3.52,false
1741798675385870000,-0.21,false
1741798675389854000,2.04,false
1741798675393854000,-0.66,false
1741798675397854000,-3.49,false
1741798675401854000,1.20,false
1741798675405869000,3.75,false
1741798675409854000,5.65,false
1741798675413854000,2.54,false
1741798675417854000,-1.38,false
1741798675421854000,1.00,false
1741798675425869000,2.97,false
1741798675429854000,5.90,false
1741798675433854000,0.95,false
1741798675437854000,-3.00,false
1741798675441854000,-3.42,false
1741798675445869000,1.34,false
1741798675449854000,2.46,false
1741798675453854000,0.39,false
1741798675457854000,-2.63,false
1741798675461854000,-4.97,false
1741798675465869000,-3.48,false
1741798675469854000,0.45,false
1741798675473854000,-2.10,false
1741798675477854000,-5.60,false
1741798675481854000,-4.85,false
1741798675485869000,-2.72,false
1741798675489854000,1.43,false
1741798675493854000,-1.16,false
1741798675497854000,-4.48,false
1741798675501854000,-3.10,false
1741798675505869000,1.04,false
1741798675509855000,5.42,false
1741798675513856000,2.95,false
1741798675517854000,-1.18,false
1741798675521854000,-0.12,false
1741798675525869000,1.10,false
1741798675529854000,3.13,false
1741798675533854000,0.47,false
1741798675537854000,-1.83,false
1741798675541854000,-0.00,false
1741798675545869000,8.09,false
1741798675549854000,6.51,false
1741798675553854000,-0.10,false
1741798675557854000,-4.46,false
1741798675561854000,-4.37,false
1741798675565869000,-0.84,false
1741798675569854000,3.54,false
1741798675573854000,-1.23,false
1741798675577854000,-6.81,false
1741798675581854000,-7.08,false
1741798675585872000,-6.02,false
1741798675589854000,-2.79,false
1741798675593854000,-4.44,false
1741798675597854000,-6.41,false
1741798675601855000,-6.69,false
1741798675605872000,-1.08,false
1741798675609854000,0.50,false
1741798675613854000,-3.43,false
1741798675617854000,-8.72,false
1741798675621854000,-5.12,false
1741798675625870000,-1.41,false
1741798675629854000,3.07,false
1741798675633854000,-0.54,false
1741798675637854000,-4.36,false
1741798675641854000,-4.22,false
1741798675645870000,0.40,false
1741798675649854000,0.84,false
1741798675653854000,-2.02,false
1741798675657854000,-4.30,false
1741798675661854000,-2.24,false
1741798675665870000,-0.45,false
1741798675669854000,1.05,false
1741798675673854000,-2.79,false
1741798675677854000,-9.85,false
1741798675681857000,-8.29,false
1741798675685876000,-5.65,false
1741798675689854000,-3.01,false
1741798675693856000,-5.28,false
1741798675697854000,-8.56,false
1741798675701854000,-9.76,false
1741798675705871000,-5.37,false
1741798675709854000,-3.21,false
1741798675713855000,-5.55,false
1741798675717854000,-9.25,false
1741798675721854000,-6.52,false
1741798675725870000,-4.90,false
1741798675729854000,-1.98,false
1741798675733854000,-8.03,false
1741798675737854000,-11.41,false
1741798675741854000,-9.56,false
1741798675745869000,-2.34,false
1741798675749854000,-2.25,false
1741798675753854000,-6.05,false
1741798675757854000,-9.54,false
1741798675761854000,-8.09,false
1741798675765869000,-5.83,false
1741798675769854000,-3.62,false
1741798675773854000,-7.37,false
1741798675777854000,-12.49,false
1741798675781854000,-10.61,false
1741798675785869000,-7.53,false
1741798675789856000,-5.95,false
1741798675793855000,-8.52,false
1741798675797854000,-11.69,false
1741798675801854000,-11.49,false
1741798675805869000,-5.27,false
1741798675809854000,-4.59,false
1741798675813854000,-8.39,false
1741798675817854000,-12.50,false
1741798675821854000,-9.18,false
1741798675825869000,-6.36,false
1741798675829854000,-2.77,false
1741798675833854000,-7.81,false
1741798675837854000,-11.45,false
1741798675841854000,-9.24,false
1741798675845869000,-6.33,false
1741798675849854000,-3.02,false
1741798675853854000,-5.60,false
1741798675857854000,-8.49,false
1741798675861854000,-6.74,false
1741798675865869000,-4.05,false
1741798675869854000,-1.91,false
1741798675873854000,-5.58,false
1741798675877854000,-11.86,false
1741798675881854000,-9.66,false
1741798675885869000,-7.39,false
1741798675889854000,-5.49,false
1741798675893854000,-7.56,false
1741798675897854000,-11.24,false
1741798675901854000,-11.19,false
1741798675905869000,-6.23,false
1741798675909856000,-5.56,false
1741798675913854000,-7.87,false
1741798675917854000,-9.72,false
1741798675921854000,-7.82,false
1741798675925870000,-5.24,false
1741798675929854000,-2.07,false
1741798675933854000,-6.97,false
1741798675937854000,-11.28,false
1741798675941854000,-9.54,false
1741798675945869000,-6.82,false
1741798675949854000,-3.31,false
1741798675953854000,-5.71,false
1741798675957854000,-8.25,false
1741798675961854000,-6.51,false
1741798675965869000,-4.39,false
1741798675969854000,-2.58,false
1741798675973854000,-5.31,false
1741798675977854000,-10.74,false
1741798675981854000,-7.99,false
1741798675985869000,-5.69,false
1741798675989854000,-2.30,false
1741798675993854000,-7.45,false
1741798675997854000,-11.29,false
1741798676001854000,-10.30,false
1741798676005871000,-4.07,false
1741798676009854000,-3.76,false
1741798676013854000,-6.32,false
1741798676017854000,-8.87,false
1741798676021854000,-8.42,false
1741798676025869000,-5.83,false
1741798676029854000,-2.85,false
1741798676033854000,-8.73,false
1741798676037854000,-12.02,false
1741798676041854000,-10.47,false
1741798676045869000,-7.90,false
1741798676049854000,-4.47,false
1741798676053854000,-7.01,false
1741798676057854000,-9.84,false
1741798676061854000,-7.39,false
1741798676065869000,-4.56,false
1741798676069854000,-2.69,false
1741798676073854000,-6.04,false
1741798676077854000,-10.39,false
1741798676081854000,-7.60,false
1741798676085869000,-5.42,false
1741798676089854000,-2.25,false
1741798676093854000,-7.17,false
1741798676097854000,-11.14,false
1741798676101854000,-9.97,false
1741798676105870000,-2.92,false
1741798676109854000,-2.06,false
