Timestamp(ns),Value,MotorActive
1742909950169493000,0.11,false
1742909950173479000,1.94,false
1742909950177479000,0.54,false
1742909950181479000,-3.67,false
1742909950185525000,-2.55,false
1742909950189479000,1.19,false
1742909950193479000,3.19,false
1742909950197479000,-1.32,false
1742909950201479000,-4.13,false
1742909950205530000,-5.49,false
1742909950209479000,-1.24,false
1742909950213479000,4.42,false
1742909950217479000,2.23,false
1742909950221479000,-0.48,false
1742909950225525000,-2.67,false
1742909950229479000,-0.51,false
1742909950233479000,1.48,false
1742909950237479000,2.02,false
1742909950241479000,-1.58,false
1742909950245525000,-2.61,false
1742909950249479000,0.75,false
1742909950253479000,2.45,false
1742909950257479000,-0.91,false
1742909950261479000,-3.26,false
1742909950265494000,-4.86,false
1742909950269479000,1.63,false
1742909950273479000,4.22,false
1742909950277479000,2.40,false
1742909950281479000,-1.70,false
1742909950285494000,-5.13,false
1742909950289479000,-2.21,false
1742909950293481000,0.22,false
1742909950297483000,-0.00,false
1742909950301479000,-0.97,false
1742909950305495000,-2.87,false
1742909950309479000,-0.36,false
1742909950313479000,2.17,false
1742909950317479000,-0.01,false
1742909950321479000,-1.29,false
1742909950325494000,-0.38,false
1742909950329479000,1.18,false
1742909950333479000,2.69,false
1742909950337479000,2.06,false
1742909950341479000,-2.88,false
1742909950345494000,-2.89,false
1742909950349479000,0.07,false
1742909950353479000,2.07,false
1742909950357479000,-0.29,false
1742909950361479000,-0.64,false
1742909950365494000,-2.45,false
1742909950369482000,1.19,false
1742909950373481000,2.09,false
1742909950377479000,-0.30,false
1742909950381479000,-3.00,false
1742909950385494000,-2.25,false
1742909950389479000,0.96,false
1742909950393480000,2.51,false
1742909950397479000,-1.04,false
1742909950401479000,-3.07,false
1742909950405494000,-4.21,false
1742909950409479000,-1.34,false
1742909950413479000,2.52,false
1742909950417479000,-0.08,false
1742909950421479000,-1.66,false
1742909950425494000,-0.75,false
1742909950429479000,1.01,false
1742909950433479000,2.01,false
1742909950437479000,0.41,false
1742909950441479000,-2.90,false
1742909950445495000,-1.86,false
1742909950449479000,1.83,false
1742909950453479000,3.62,false
1742909950457479000,-0.45,false
1742909950461479000,-2.76,false
1742909950465494000,-4.92,false
1742909950469479000,0.26,false
1742909950473479000,2.61,false
1742909950477479000,0.41,false
1742909950481479000,-1.69,false
1742909950485494000,-1.63,false
1742909950489479000,0.89,false
1742909950493569000,2.32,false
1742909950497479000,-1.47,false
1742909950501479000,-2.69,false
1742909950505494000,-2.85,false
1742909950509480000,0.96,false
1742909950513479000,2.58,false
1742909950517479000,-1.11,false
1742909950521479000,-3.53,false
1742909950525494000,-5.32,false
1742909950529479000,1.41,false
1742909950533479000,3.90,false
1742909950537479000,2.40,false
1742909950541479000,-3.78,false
1742909950545495000,-3.20,false
1742909950549479000,0.11,false
1742909950553479000,1.95,false
1742909950557479000,0.18,false
1742909950561479000,-1.87,false
1742909950565494000,-3.64,false
1742909950569479000,0.96,false
1742909950573479000,2.87,false
1742909950577479000,0.09,false
1742909950581479000,-2.64,false
1742909950585676000,-1.83,false
1742909950589480000,1.96,false
1742909950593479000,3.97,false
1742909950597480000,2.57,false
1742909950601479000,-4.62,false
1742909950605500000,-5.51,false
1742909950609479000,-1.10,false
1742909950613479000,3.76,false
1742909950617479000,0.40,false
1742909950621479000,-1.87,false
1742909950625494000,-4.41,false
1742909950629479000,0.83,false
1742909950633479000,2.86,false
1742909950637479000,1.62,false
1742909950641479000,-2.55,false
1742909950645494000,-1.28,false
1742909950649479000,1.69,false
1742909950653479000,2.11,false
1742909950657479000,-1.15,false
1742909950661479000,-3.24,false
1742909950665494000,-4.48,false
1742909950669479000,-0.07,false
1742909950673479000,4.86,false
1742909950677479000,2.01,false
1742909950681479000,-0.51,false
1742909950685494000,-2.73,false
1742909950689479000,0.16,false
1742909950693479000,2.64,false
1742909950697479000,2.42,false
1742909950701479000,-2.73,false
1742909950705497000,-3.02,false
1742909950709479000,0.39,false
1742909950713479000,3.09,false
1742909950717479000,-0.54,false
1742909950721479000,-3.09,false
1742909950725494000,-4.97,false
1742909950729479000,0.92,false
1742909950733480000,3.13,false
1742909950737482000,1.77,false
1742909950741479000,-1.21,false
1742909950745495000,-2.94,false
1742909950749479000,0.51,false
1742909950753479000,2.34,false
1742909950757479000,-0.11,false
1742909950761480000,-1.99,false
1742909950765494000,-3.48,false
1742909950769479000,0.45,false
1742909950773480000,3.27,false
1742909950777479000,0.39,false
1742909950781479000,-2.32,false
1742909950785496000,-1.18,false
1742909950789479000,1.57,false
1742909950793479000,3.05,false
1742909950797479000,1.63,false
1742909950801482000,-4.29,false
1742909950805498000,-3.76,false
1742909950809479000,-0.05,false
1742909950813479000,0.84,false
1742909950817479000,-0.34,false
1742909950821479000,-2.37,false
1742909950825494000,-4.50,false
1742909950829479000,1.16,false
1742909950833479000,3.20,false
1742909950837479000,1.52,false
1742909950841479000,-1.94,false
1742909950845494000,-3.82,false
1742909950849479000,-0.52,false
1742909950853479000,1.80,false
1742909950857479000,-0.21,false
1742909950861479000,-2.07,false
1742909950865494000,-3.33,false
1742909950869479000,-0.18,false
1742909950873479000,3.74,false
1742909950877479000,1.18,false
1742909950881479000,-1.36,false
1742909950885494000,-1.46,false
1742909950889479000,1.31,false
1742909950893479000,2.82,false
1742909950897479000,1.79,false
1742909950901479000,-3.15,false
1742909950905494000,-3.73,false
1742909950909479000,0.10,false
1742909950913479000,1.19,false
1742909950917479000,-0.81,false
1742909950921479000,-2.01,false
1742909950925494000,-3.36,false
1742909950929479000,1.04,false
1742909950933479000,2.32,false
1742909950937479000,0.66,false
1742909950941479000,-1.92,false
1742909950945494000,-2.27,false
1742909950949479000,0.56,false
1742909950953479000,2.00,false
1742909950957479000,-1.06,false
1742909950961479000,-3.15,false
1742909950965494000,-4.35,false
1742909950969479000,-0.13,false
1742909950973479000,3.32,false
1742909950977480000,0.38,false
1742909950981481000,-1.96,false
1742909950985496000,-3.62,false
1742909950989479000,1.40,false
1742909950993479000,3.19,false
1742909950997479000,1.72,false
1742909951001479000,-3.88,false
1742909951005608000,-2.88,false
1742909951009479000,1.10,false
1742909951013479000,2.74,false
1742909951017479000,-0.83,false
1742909951021479000,-2.85,false
1742909951025494000,-4.23,false
1742909951029479000,1.08,false
1742909951033479000,2.96,false
1742909951037479000,0.62,false
1742909951041479000,-1.88,false
1742909951045494000,-1.63,false
1742909951049479000,1.16,false
1742909951053479000,2.27,false
1742909951057479000,1.63,false
1742909951061479000,-2.94,false
1742909951065494000,-3.17,false
1742909951069479000,0.73,false
1742909951073479000,3.69,false
1742909951077479000,-0.09,false
1742909951081479000,-2.34,false
1742909951085584000,-4.27,false
1742909951089479000,1.55,false
1742909951093479000,3.49,false
1742909951097479000,1.61,false
1742909951101479000,-3.80,false
1742909951105494000,-2.48,false
1742909951109479000,0.73,false
1742909951113479000,2.18,false
1742909951117479000,-0.86,false
1742909951121479000,-3.16,false
1742909951125494000,-4.38,false
1742909951129479000,-1.01,false
1742909951133479000,3.37,false
1742909951137479000,1.03,false
1742909951141479000,-1.82,false
1742909951145494000,-1.74,false
1742909951149479000,1.08,false
1742909951153479000,2.66,false
1742909951157479000,2.44,false
1742909951161479000,-3.11,false
1742909951165494000,-3.66,false
1742909951169479000,0.42,false
1742909951173480000,3.38,false
1742909951177479000,-0.09,false
1742909951181479000,-2.07,false
1742909951185496000,-4.53,false
1742909951189479000,1.20,false
1742909951193479000,3.57,false
1742909951197479000,2.77,false
1742909951201479000,-0.34,false
1742909951205494000,-2.77,false
