Timestamp(ns),Value,MotorActive
1741796368493868000,-5.78,false
1741796368497854000,-3.74,false
1741796368501854000,-1.41,false
1741796368505861000,-1.84,false
1741796368509900000,-5.55,false
1741796368513854000,-9.76,false
1741796368517854000,-9.09,false
1741796368521854000,-0.42,false
1741796368525861000,1.70,false
1741796368529863000,-1.76,false
1741796368533854000,-6.65,false
1741796368537854000,-2.42,false
1741796368541854000,1.91,false
1741796368545861000,7.09,false
1741796368549854000,3.65,false
1741796368553854000,0.06,false
1741796368557854000,0.98,false
1741796368561854000,6.70,false
1741796368565861000,6.58,false
1741796368569854000,2.83,false
1741796368573854000,-1.71,false
1741796368577854000,-2.43,false
1741796368581854000,-0.34,false
1741796368585861000,1.75,false
1741796368589854000,-2.34,false
1741796368593854000,-6.66,false
1741796368597854000,-4.72,false
1741796368601854000,-3.38,false
1741796368605861000,-2.33,false
1741796368609854000,-3.78,false
1741796368613854000,-6.93,false
1741796368617854000,-5.82,false
1741796368621854000,2.94,false
1741796368625861000,4.51,false
1741796368629854000,1.57,false
1741796368633854000,-3.83,false
1741796368637854000,-1.56,false
1741796368641854000,-0.16,false
1741796368645861000,2.73,false
1741796368649854000,-2.20,false
1741796368653854000,-5.90,false
1741796368657854000,-4.91,false
1741796368661854000,-3.82,false
1741796368665861000,-0.44,false
1741796368669854000,-2.56,false
1741796368673854000,-5.49,false
1741796368677854000,-4.52,false
1741796368681854000,-1.58,false
1741796368685861000,1.85,false
1741796368689854000,0.02,false
1741796368693854000,-2.56,false
1741796368697856000,0.42,false
1741796368701854000,2.69,false
1741796368705861000,3.40,false
1741796368709854000,0.69,false
1741796368713855000,-3.18,false
1741796368717854000,-3.46,false
1741796368721854000,2.76,false
1741796368725861000,3.29,false
1741796368729100000,-0.78,false
1741796368732854000,-4.77,false
1741796368736854000,-8.23,false
1741796368740854000,-3.49,false
1741796368744869000,-0.95,false
1741796368748854000,-3.80,false
1741796368752854000,-8.21,false
1741796368756854000,-6.20,false
1741796368760854000,-3.44,false
1741796368764869000,1.34,false
1741796368768854000,0.14,false
1741796368772855000,-2.50,false
1741796368776854000,-2.38,false
1741796368780854000,3.11,false
1741796368784869000,5.15,false
1741796368788033000,1.91,false
1741796368791854000,-0.08,false
1741796368795861000,-3.40,false
1741796368799854000,0.70,false
1741796368803854000,2.90,false
1741796368807854000,0.01,false
1741796368811854000,-3.10,false
1741796368815861000,-5.91,false
1741796368819854000,-3.10,false
1741796368823854000,0.61,false
1741796368827854000,-1.56,false
1741796368831855000,-4.06,false
1741796368835861000,-5.13,false
1741796368839854000,-1.52,false
1741796368843854000,4.33,false
1741796368847854000,2.01,false
1741796368851856000,-0.27,false
1741796368855866000,-4.04,false
1741796368859855000,-0.04,false
1741796368863854000,2.63,false
1741796368867854000,0.86,false
1741796368871854000,-6.58,false
1741796368875861000,-6.99,false
1741796368879854000,-3.97,false
1741796368883854000,-0.98,false
1741796368887854000,-1.76,false
1741796368891856000,-3.77,false
1741796368895861000,-6.44,false
1741796368899854000,-0.56,false
1741796368903854000,2.40,false
1741796368907854000,1.29,false
1741796368911854000,-0.98,false
1741796368915861000,-2.31,false
1741796368919854000,0.88,false
1741796368923854000,5.27,false
1741796368927854000,5.66,false
1741796368931854000,-0.84,false
1741796368935865000,-3.00,false
1741796368939854000,-0.45,false
1741796368943854000,2.64,false
1741796368947854000,-0.40,false
1741796368951854000,-3.20,false
1741796368955861000,-6.91,false
1741796368959854000,-3.29,false
1741796368963854000,0.17,false
1741796368967854000,-1.35,false
1741796368971854000,-7.10,false
1741796368975861000,-6.72,false
1741796368979854000,-2.87,false
1741796368983854000,0.78,false
1741796368987854000,-0.26,false
1741796368991854000,-2.61,false
1741796368995861000,-4.49,false
1741796368999854000,2.05,false
1741796369003854000,5.60,false
1741796369007854000,3.16,false
1741796369011854000,0.15,false
1741796369015861000,-3.69,false
1741796369019854000,-1.15,false
1741796369023854000,1.79,false
1741796369027854000,1.89,false
1741796369031854000,-4.89,false
1741796369035861000,-6.60,false
1741796369039854000,-3.52,false
1741796369043854000,2.43,false
1741796369047854000,-0.26,false
1741796369051854000,-2.10,false
1741796369055861000,-5.18,false
1741796369059854000,-0.11,false
1741796369063854000,3.64,false
1741796369067854000,2.33,false
1741796369071854000,-3.36,false
1741796369075861000,-3.50,false
1741796369079854000,-0.82,false
1741796369083854000,2.28,false
1741796369087854000,-1.26,false
1741796369091854000,-4.02,false
1741796369095861000,-7.07,false
1741796369099854000,-4.59,false
1741796369103856000,2.06,false
1741796369107854000,-0.62,false
1741796369111854000,-3.17,false
1741796369115861000,-4.76,false
1741796369119854000,-1.93,false
1741796369123854000,2.58,false
1741796369127854000,2.39,false
1741796369131854000,-3.25,false
1741796369135861000,-4.35,false
1741796369139878000,-1.12,false
1741796369143854000,4.67,false
1741796369147854000,1.35,false
1741796369151854000,-0.77,false
1741796369155861000,-3.45,false
