Batch,Tunge nr,Plassering,Kraft,Filnavn,Vekt [gr],Start time,End time,Tongue Temp (IR),Pipe temp sensor,Pipe temp IR,Frostskade,Avrivningsskade,Dårlig kvalitet,Kommentar,contact_time(s),total_force_app_time(s),num_force_applications,detach_force(g),plot_path
13,4,APEX,Rykk,25.03.25 15-46-41.csv,194,25.03.25 15-46-00,25.03.25 15-46-59,36.0,-24.0,-16.0,True,True,True,løs hinne som løsnet,3.16,2.28,1,821.75,./main/output/plots/25.03.25 15-46-41.png
13,5,APEX,Rykk,25.03.25 15-32-50.csv,183,25.03.25 15-32-00,25.03.25 15-33-59,36.0,-10.0,-16.0,True,False,False,,7.707028999999999,5.703976,1,1165.73,./main/output/plots/25.03.25 15-32-50.png
13,5,BASIS,Motor,25.03.25 15-48-21.csv,183,25.03.25 15-47-00,25.03.25 15-48-59,36.0,-21.0,-9.0,True,True,False,Bra bilde av skade,6.930213,2.4720070000000005,1,1286.25,./main/output/plots/25.03.25 15-48-21.png
13,6,BASIS,Motor,25.03.25 15-35-03.csv,153,25.03.25 15-34-00,25.03.25 15-35-59,35.0,-14.0,-15.0,True,True,False,bilde av skade igjen på rør,11.886212,4.824,1,1832.09,./main/output/plots/25.03.25 15-35-03.png
13,6,APEX,Motor,25.03.25 15-49-59.csv,153,25.03.25 15-49-00,25.03.25 15-50-59,35.0,-16.0,-8.0,True,True,True,løs hinne som løsnet,6.102212,2.196,1,543.16,./main/output/plots/25.03.25 15-49-59.png
14,1,APEX,Motor,25.03.25 16-28-57.csv,199,25.03.25 16-28-00,25.03.25 16-29-59,37.0,-7.0,-28.0,True,False,True,,10.460212,7.467015000000001,1,322.74,./main/output/plots/25.03.25 16-28-57.png
14,1,BASIS,Motor,25.03.25 16-44-41.csv,199,25.03.25 16-44-00,25.03.25 16-45-59,36.0,-27.0,-16.0,True,True,False,FLYVENDE TUNGE!,7.419213,1.616,1,1777.28,./main/output/plots/25.03.25 16-44-41.png
14,2,BASIS,Motor,25.03.25 16-30-56.csv,230,25.03.25 16-30-00,25.03.25 16-31-59,36.0,-17.0,-20.0,True,True,False,,4.835213,1.763993,1,921.93,./main/output/plots/25.03.25 16-30-56.png
14,2,APEX,Motor,25.03.25 16-50-46.csv,230,25.03.25 16-50-00,25.03.25 16-51-59,35.0,-6.0,-21.0,True,True,True,Tunga fløy! Bra test,6.499198,1.788,1,1165.42,./main/output/plots/25.03.25 16-50-46.png
14,3,BASIS,Rykk,25.03.25 16-33-25.csv,172,25.03.25 16-32-00,25.03.25 16-33-59,35.0,-22.0,-15.0,True,True,False,Liten avrivning,6.622985,2.927,1,1334.43,./main/output/plots/25.03.25 16-33-25.png
14,3,APEX,Rykk,25.03.25 16-53-50.csv,172,25.03.25 16-53-00,25.03.25 16-54-59,32.0,-11.0,-11.0,True,False,False,,8.696,4.54,1,740.25,./main/output/plots/25.03.25 16-53-50.png
14,4,APEX,Rykk,25.03.25 16-35-21.csv,164,25.03.25 16-34-00,25.03.25 16-35-59,35.0,-20.0,-16.0,True,True,False,på formalin,9.223,2.3120000000000003,1,1460.04,./main/output/plots/25.03.25 16-35-21.png
14,4,BASIS,Rykk,25.03.25 16-57-15.csv,164,25.03.25 16-57-00,25.03.25 16-57-59,36.0,-9.0,-4.0,True,True,False,,6.699,5.011,1,1675.45,./main/output/plots/25.03.25 16-57-15.png
14,5,APEX,Motor,25.03.25 16-40-37.csv,212,25.03.25 16-39-00,25.03.25 16-40-59,34.0,-15.0,-32.0,True,False,False,,10.247267,4.159996,1,218.12,./main/output/plots/25.03.25 16-40-37.png
14,5,BASIS,Rykk,25.03.25 17-03-21.csv,212,25.03.25 17-03-00,25.03.25 17-03-59,33.0,-5.0,-20.0,True,False,False,,11.007,6.288010000000002,2,884.81,./main/output/plots/25.03.25 17-03-21.png
14,6,BASIS,Rykk,25.03.25 16-43-05.csv,169,25.03.25 16-42-00,25.03.25 16-43-59,34.0,-25.0,-25.0,True,False,False,,5.566999999999999,3.222993,1,129.1,./main/output/plots/25.03.25 16-43-05.png
14,6,APEX,Motor,25.03.25 17-05-52.csv,169,25.03.25 17-05-00,25.03.25 17-06-59,34.0,-12.0,-11.0,True,False,False,"Rift i tunge, øvre del",8.183213,3.978,1,624.53,./main/output/plots/25.03.25 17-05-52.png
