time,temperature
11.03.25 15-16-08,-3.036
11.03.25 15-16-09,-2.916
11.03.25 15-16-09,-2.700
11.03.25 15-16-10,-3.090
11.03.25 15-16-11,-2.879
11.03.25 15-16-12,-2.929
11.03.25 15-16-12,-2.968
11.03.25 15-16-13,-2.888
11.03.25 15-16-14,-2.753
11.03.25 15-16-15,-2.604
11.03.25 15-16-16,-2.864
11.03.25 15-16-16,-2.746
11.03.25 15-16-17,-2.696
11.03.25 15-16-18,-2.634
11.03.25 15-16-19,-2.797
11.03.25 15-16-20,-2.643
11.03.25 15-16-20,-2.507
11.03.25 15-16-21,-3.002
11.03.25 15-16-22,-2.480
11.03.25 15-16-23,-2.886
11.03.25 15-16-24,-2.700
11.03.25 15-16-24,-2.322
11.03.25 15-16-25,-4.642
11.03.25 15-16-26,-4.334
11.03.25 15-16-27,-0.794
11.03.25 15-16-27,-0.769
11.03.25 15-16-28,3.257
11.03.25 15-16-29,-1.607
11.03.25 15-16-30,-2.763
11.03.25 15-16-30,-3.077
11.03.25 15-16-31,-3.129
11.03.25 15-16-32,-3.632
11.03.25 15-16-33,-3.150
11.03.25 15-16-33,-3.540
11.03.25 15-16-34,-3.839
11.03.25 15-16-35,0.969
11.03.25 15-16-36,6.663
11.03.25 15-16-36,1.934
11.03.25 15-16-37,-1.470
11.03.25 15-16-38,-1.160
11.03.25 15-16-39,-1.238
11.03.25 15-16-40,-1.791
11.03.25 15-16-40,-2.738
11.03.25 15-16-41,-2.814
11.03.25 15-16-42,-3.102
11.03.25 15-16-43,-3.402
11.03.25 15-16-43,-3.325
11.03.25 15-16-44,-3.443
11.03.25 15-16-45,-3.299
11.03.25 15-16-46,-3.216
11.03.25 15-16-46,-3.296
11.03.25 15-16-47,-3.404
11.03.25 15-16-48,-1.664
11.03.25 15-16-49,-1.096
11.03.25 15-16-49,-1.989
11.03.25 15-16-50,-0.132
11.03.25 15-16-51,-0.465
11.03.25 15-16-52,-1.584
11.03.25 15-16-53,-2.601
11.03.25 15-16-53,-1.839
11.03.25 15-16-54,-1.044
11.03.25 15-16-55,-1.953
11.03.25 15-16-56,-2.251
11.03.25 15-16-56,-2.045
11.03.25 15-16-57,-1.943
11.03.25 15-16-58,-2.285
11.03.25 15-16-59,-2.526
11.03.25 15-16-59,-2.207
11.03.25 15-17-00,-2.173
11.03.25 15-17-01,-0.789
11.03.25 15-17-02,3.214
11.03.25 15-17-02,-1.934
11.03.25 15-17-03,-1.978
11.03.25 15-17-04,-2.517
11.03.25 15-17-05,-2.778
11.03.25 15-17-05,-2.691
11.03.25 15-17-06,-2.802
11.03.25 15-17-07,-2.850
11.03.25 15-17-08,-2.460
11.03.25 15-17-09,-2.746
11.03.25 15-17-09,-2.432
11.03.25 15-17-10,-2.520
11.03.25 15-17-11,-2.563
11.03.25 15-17-12,-2.683
11.03.25 15-17-12,-2.533
11.03.25 15-17-13,-2.605
11.03.25 15-17-14,-2.274
11.03.25 15-17-15,-2.408
11.03.25 15-17-15,-2.479
11.03.25 15-17-16,-2.215
11.03.25 15-17-17,-2.285
11.03.25 15-17-18,-2.320
11.03.25 15-17-18,-2.301
11.03.25 15-17-19,-2.289
11.03.25 15-17-20,-2.129
11.03.25 15-17-21,-2.299
11.03.25 15-17-22,-1.897
11.03.25 15-17-22,-1.962
11.03.25 15-17-23,-2.068
11.03.25 15-17-24,-1.781
11.03.25 15-17-25,-1.611
11.03.25 15-17-25,-1.821
11.03.25 15-17-26,-1.784
11.03.25 15-17-27,-1.799
11.03.25 15-17-28,-1.871
11.03.25 15-17-28,-1.856
11.03.25 15-17-29,-1.759
11.03.25 15-17-30,-1.795
11.03.25 15-17-31,-1.766
11.03.25 15-17-31,-1.673
11.03.25 15-17-32,-1.455
11.03.25 15-17-33,-1.545
11.03.25 15-17-34,-1.574
11.03.25 15-17-34,0.071
11.03.25 15-17-35,-0.067
11.03.25 15-17-36,-0.412
11.03.25 15-17-37,-1.497
11.03.25 15-17-38,-1.406
11.03.25 15-17-38,-1.241
11.03.25 15-17-39,-1.601
11.03.25 15-17-40,-1.279
11.03.25 15-17-41,-1.575
11.03.25 15-17-41,-1.431
11.03.25 15-17-42,-1.536
11.03.25 15-17-43,-1.388
11.03.25 15-17-44,-1.338
11.03.25 15-17-44,-1.383
11.03.25 15-17-45,-1.366
11.03.25 15-17-46,-1.386
11.03.25 15-17-47,-1.280
11.03.25 15-17-47,-1.094
11.03.25 15-17-48,-1.279
11.03.25 15-17-49,-1.319
11.03.25 15-17-50,-1.203
11.03.25 15-17-51,-1.089
11.03.25 15-17-51,-1.255
11.03.25 15-17-52,-0.868
11.03.25 15-17-53,-1.040
11.03.25 15-17-54,-1.436
11.03.25 15-17-54,-1.049
11.03.25 15-17-55,-1.347
11.03.25 15-17-56,-1.138
11.03.25 15-17-57,-1.301
11.03.25 15-17-57,-0.921
11.03.25 15-17-58,-1.144
11.03.25 15-17-59,-0.870
11.03.25 15-18-00,-1.105
11.03.25 15-18-00,-1.171
11.03.25 15-18-01,-0.892
11.03.25 15-18-02,-1.236
11.03.25 15-18-03,-1.186
11.03.25 15-18-03,-1.029
11.03.25 15-18-04,-0.640
11.03.25 15-18-05,-0.099
11.03.25 15-18-06,-0.589
11.03.25 15-18-07,0.140
11.03.25 15-18-07,0.025
11.03.25 15-18-08,0.020
11.03.25 15-18-09,-0.768
11.03.25 15-18-10,-0.592
11.03.25 15-18-10,-0.104
11.03.25 15-18-11,-0.404
11.03.25 15-18-12,-0.714
11.03.25 15-18-13,-0.871
11.03.25 15-18-13,-1.027
11.03.25 15-18-14,-1.096
11.03.25 15-18-15,-1.513
11.03.25 15-18-16,-1.066
11.03.25 15-18-16,-0.982
11.03.25 15-18-17,-1.443
11.03.25 15-18-18,-1.455
11.03.25 15-18-19,-1.349
11.03.25 15-18-19,-1.126
11.03.25 15-18-20,-1.155
11.03.25 15-18-21,-1.272
11.03.25 15-18-22,-1.102
11.03.25 15-18-23,-1.442
11.03.25 15-18-23,-1.440
11.03.25 15-18-24,-1.327
11.03.25 15-18-25,-1.341
11.03.25 15-18-26,-1.218
11.03.25 15-18-26,-1.293
11.03.25 15-18-27,-1.248
11.03.25 15-18-28,-1.143
11.03.25 15-18-29,-1.282
11.03.25 15-18-29,-1.401
11.03.25 15-18-30,-1.184
11.03.25 15-18-31,-0.841
11.03.25 15-18-32,-1.108
11.03.25 15-18-32,-1.175
11.03.25 15-18-33,-1.252
11.03.25 15-18-34,-1.187
11.03.25 15-18-35,-0.965
11.03.25 15-18-36,-0.928
11.03.25 15-18-36,-0.915
11.03.25 15-18-37,-0.841
11.03.25 15-18-38,-0.920
11.03.25 15-18-39,-0.917
11.03.25 15-18-39,-0.762
11.03.25 15-18-40,-0.835
11.03.25 15-18-41,-0.921
11.03.25 15-18-42,-0.841
11.03.25 15-18-42,-1.138
11.03.25 15-18-43,-0.566
11.03.25 15-18-44,-0.553
11.03.25 15-18-45,-0.719
11.03.25 15-18-45,-0.727
11.03.25 15-18-46,-0.687
11.03.25 15-18-47,-0.574
11.03.25 15-18-48,-0.725
11.03.25 15-18-48,-0.671
11.03.25 15-18-49,-0.686
11.03.25 15-18-50,-0.702
11.03.25 15-18-51,-0.711
11.03.25 15-18-52,-0.575
11.03.25 15-18-52,-0.701
11.03.25 15-18-53,-0.741
11.03.25 15-18-54,-0.273
11.03.25 15-18-55,-0.506
11.03.25 15-18-55,-0.708
11.03.25 15-18-56,-0.615
11.03.25 15-18-57,-0.451
11.03.25 15-18-58,-0.401
11.03.25 15-18-58,-0.306
11.03.25 15-18-59,-0.513
11.03.25 15-19-00,-0.260
11.03.25 15-19-01,-0.441
11.03.25 15-19-01,-0.280
11.03.25 15-19-02,-0.545
11.03.25 15-19-03,-0.249
11.03.25 15-19-04,-0.253
11.03.25 15-19-05,-0.181
11.03.25 15-19-05,-0.137
11.03.25 15-19-06,-0.304
11.03.25 15-19-07,-0.432
11.03.25 15-19-08,-0.311
11.03.25 15-19-08,-0.219
11.03.25 15-19-09,-0.102
11.03.25 15-19-10,-0.245
11.03.25 15-19-11,-0.178
11.03.25 15-19-12,-0.274
11.03.25 15-19-12,0.082
11.03.25 15-19-13,-0.014
11.03.25 15-19-14,0.715
11.03.25 15-19-15,1.161
11.03.25 15-19-16,1.386
11.03.25 15-19-16,1.379
11.03.25 15-19-17,1.697
11.03.25 15-19-18,3.054
11.03.25 15-19-19,1.011
11.03.25 15-19-20,0.332
11.03.25 15-19-20,0.403
11.03.25 15-19-21,0.198
11.03.25 15-19-22,0.414
11.03.25 15-19-23,0.358
11.03.25 15-19-23,0.237
11.03.25 15-19-24,0.375
11.03.25 15-19-25,0.375
11.03.25 15-19-26,0.522
11.03.25 15-19-26,0.624
11.03.25 15-19-27,0.509
11.03.25 15-19-28,0.275
11.03.25 15-19-29,0.488
11.03.25 15-19-29,0.598
11.03.25 15-19-30,0.674
11.03.25 15-19-31,0.615
11.03.25 15-19-32,0.556
11.03.25 15-19-32,0.627
11.03.25 15-19-33,0.435
11.03.25 15-19-34,0.692
11.03.25 15-19-35,0.626
11.03.25 15-19-36,0.775
11.03.25 15-19-36,0.672
11.03.25 15-19-37,0.883
11.03.25 15-19-38,1.031
11.03.25 15-19-39,0.952
11.03.25 15-19-39,0.896
11.03.25 15-19-40,1.563
11.03.25 15-19-41,1.971
11.03.25 15-19-42,1.773
11.03.25 15-19-42,1.086
11.03.25 15-19-43,0.828
11.03.25 15-19-44,0.785
11.03.25 15-19-45,0.700
11.03.25 15-19-45,0.787
11.03.25 15-19-46,1.041
11.03.25 15-19-47,0.852
11.03.25 15-19-48,0.889
11.03.25 15-19-49,0.961
11.03.25 15-19-49,0.799
11.03.25 15-19-50,0.892
11.03.25 15-19-51,0.981
11.03.25 15-19-52,0.909
11.03.25 15-19-52,1.001
11.03.25 15-19-53,1.032
11.03.25 15-19-54,0.983
11.03.25 15-19-55,1.387
11.03.25 15-19-56,2.045
11.03.25 15-19-56,1.122
11.03.25 15-19-57,1.395
11.03.25 15-19-58,1.451
11.03.25 15-19-59,1.458
11.03.25 15-19-59,1.478
11.03.25 15-20-00,1.224
11.03.25 15-20-01,1.426
11.03.25 15-20-02,1.294
11.03.25 15-20-03,1.526
11.03.25 15-20-04,1.793
11.03.25 15-20-04,1.975
11.03.25 15-20-05,1.761
11.03.25 15-20-06,1.349
11.03.25 15-20-07,1.575
11.03.25 15-20-07,1.682
11.03.25 15-20-08,1.985
11.03.25 15-20-09,1.829
11.03.25 15-20-10,1.682
11.03.25 15-20-11,1.835
11.03.25 15-20-11,2.134
11.03.25 15-20-12,1.991
11.03.25 15-20-13,2.088
11.03.25 15-20-14,2.754
11.03.25 15-20-14,2.618
11.03.25 15-20-15,2.106
11.03.25 15-20-16,2.383
11.03.25 15-20-17,2.109
11.03.25 15-20-18,2.111
11.03.25 15-20-18,2.287
11.03.25 15-20-19,2.530
11.03.25 15-20-20,2.407
11.03.25 15-20-21,2.336
11.03.25 15-20-22,2.307
11.03.25 15-20-22,2.205
11.03.25 15-20-23,2.152
11.03.25 15-20-24,2.408
11.03.25 15-20-25,2.075
11.03.25 15-20-25,2.361
11.03.25 15-20-26,6.242
11.03.25 15-20-27,4.300
11.03.25 15-20-28,3.398
11.03.25 15-20-28,2.594
11.03.25 15-20-29,3.048
11.03.25 15-20-30,4.254
11.03.25 15-20-31,2.190
11.03.25 15-20-31,1.995
11.03.25 15-20-32,2.354
11.03.25 15-20-33,2.139
11.03.25 15-20-34,2.089
11.03.25 15-20-35,2.132
11.03.25 15-20-35,2.212
11.03.25 15-20-36,2.218
11.03.25 15-20-37,2.252
11.03.25 15-20-38,2.475
11.03.25 15-20-38,2.246
11.03.25 15-20-39,2.133
11.03.25 15-20-40,2.385
11.03.25 15-20-41,2.182
11.03.25 15-20-41,2.509
11.03.25 15-20-42,2.362
11.03.25 15-20-43,2.469
11.03.25 15-20-44,2.249
11.03.25 15-20-44,2.438
11.03.25 15-20-45,2.371
11.03.25 15-20-46,2.295
11.03.25 15-20-47,2.315
11.03.25 15-20-48,2.184
11.03.25 15-20-48,2.279
11.03.25 15-20-49,2.284
11.03.25 15-20-50,2.427
11.03.25 15-20-51,2.330
11.03.25 15-20-51,2.115
11.03.25 15-20-52,2.360
11.03.25 15-20-53,2.447
11.03.25 15-20-54,2.442
11.03.25 15-20-54,2.463
11.03.25 15-20-55,2.599
11.03.25 15-20-56,2.457
11.03.25 15-20-57,2.465
11.03.25 15-20-57,2.338
11.03.25 15-20-58,2.477
11.03.25 15-20-59,2.537
11.03.25 15-21-00,2.836
11.03.25 15-21-00,2.662
11.03.25 15-21-01,2.461
11.03.25 15-21-02,2.254
11.03.25 15-21-03,2.358
11.03.25 15-21-04,2.390
11.03.25 15-21-04,2.466
11.03.25 15-21-05,2.786
11.03.25 15-21-06,2.744
11.03.25 15-21-07,2.639
11.03.25 15-21-07,2.791
11.03.25 15-21-08,2.497
11.03.25 15-21-09,2.604
11.03.25 15-21-10,2.638
11.03.25 15-21-11,2.878
11.03.25 15-21-11,2.640
11.03.25 15-21-12,2.574
11.03.25 15-21-13,2.919
11.03.25 15-21-14,2.799
11.03.25 15-21-14,2.840
11.03.25 15-21-15,2.825
11.03.25 15-21-16,3.133
11.03.25 15-21-17,2.913
11.03.25 15-21-18,3.033
11.03.25 15-21-18,3.152
11.03.25 15-21-19,2.839
11.03.25 15-21-20,2.846
11.03.25 15-21-21,3.245
11.03.25 15-21-21,3.163
11.03.25 15-21-22,3.189
11.03.25 15-21-23,2.867
11.03.25 15-21-24,2.702
11.03.25 15-21-24,3.013
11.03.25 15-21-25,2.892
11.03.25 15-21-26,2.918
11.03.25 15-21-27,2.934
11.03.25 15-21-27,3.101
11.03.25 15-21-28,3.212
11.03.25 15-21-29,3.321
11.03.25 15-21-30,2.898
11.03.25 15-21-30,3.052
11.03.25 15-21-31,3.373
11.03.25 15-21-32,3.289
11.03.25 15-21-33,3.277
11.03.25 15-21-34,3.321
11.03.25 15-21-34,3.040
11.03.25 15-21-35,3.171
11.03.25 15-21-36,3.082
11.03.25 15-21-37,3.233
11.03.25 15-21-37,3.379
11.03.25 15-21-38,3.125
11.03.25 15-21-39,3.294
11.03.25 15-21-40,3.414
11.03.25 15-21-40,3.267
11.03.25 15-21-41,3.195
11.03.25 15-21-42,3.258
11.03.25 15-21-43,3.124
11.03.25 15-21-43,3.194
11.03.25 15-21-44,3.210
11.03.25 15-21-45,3.301
11.03.25 15-21-45,3.114
11.03.25 15-21-46,3.298
11.03.25 15-38-02,-28.795
11.03.25 15-38-03,-29.567
11.03.25 15-38-04,-29.283
11.03.25 15-38-05,-29.287
11.03.25 15-38-06,-29.585
11.03.25 15-38-06,-29.250
11.03.25 15-38-07,-29.531
11.03.25 15-38-08,-29.427
11.03.25 15-38-09,-29.579
11.03.25 15-38-09,-29.626
11.03.25 15-38-10,-29.643
11.03.25 15-38-11,-29.690
11.03.25 15-38-12,-29.569
11.03.25 15-38-12,-29.452
11.03.25 15-38-13,-29.099
11.03.25 15-38-14,-28.928
11.03.25 15-38-15,-28.500
11.03.25 15-38-15,-28.721
11.03.25 15-38-16,-28.790
11.03.25 15-38-17,-28.516
11.03.25 15-38-18,-29.363
11.03.25 15-38-19,-29.358
11.03.25 15-38-19,-31.068
11.03.25 15-38-20,-29.385
11.03.25 15-38-21,-29.194
11.03.25 15-38-22,-28.240
11.03.25 15-38-22,-26.506
11.03.25 15-38-23,-29.007
11.03.25 15-38-24,-28.973
11.03.25 15-38-25,-29.039
11.03.25 15-38-25,-29.544
11.03.25 15-38-26,-29.124
11.03.25 15-38-27,-28.660
11.03.25 15-38-28,-23.041
11.03.25 15-38-28,-27.308
11.03.25 15-38-29,-24.258
11.03.25 15-38-30,-24.324
11.03.25 15-38-31,-25.257
11.03.25 15-38-31,-18.857
11.03.25 15-38-32,-19.342
11.03.25 15-38-33,-20.415
11.03.25 15-38-34,-20.603
11.03.25 15-38-35,-20.735
11.03.25 15-38-35,-19.482
11.03.25 15-38-36,-19.247
11.03.25 15-38-37,-28.238
11.03.25 15-38-38,-28.959
11.03.25 15-38-38,-29.127
11.03.25 15-38-39,-29.328
11.03.25 15-38-40,-29.116
11.03.25 15-38-41,-29.045
11.03.25 15-38-41,-29.151
11.03.25 15-38-42,-29.209
11.03.25 15-38-43,-28.520
11.03.25 15-38-44,-28.841
11.03.25 15-38-44,-29.054
11.03.25 15-38-45,-28.808
11.03.25 15-38-46,-29.162
11.03.25 15-38-47,-28.852
11.03.25 15-38-48,-28.575
11.03.25 15-38-48,-29.008
11.03.25 15-38-49,-28.908
11.03.25 15-38-50,-28.486
11.03.25 15-38-51,-28.804
11.03.25 15-38-51,-28.947
11.03.25 15-38-52,-28.647
11.03.25 15-38-53,-28.862
11.03.25 15-38-54,-28.728
11.03.25 15-38-54,-28.634
11.03.25 15-38-55,-28.696
11.03.25 15-38-56,-28.445
11.03.25 15-38-57,-28.686
11.03.25 15-38-57,-28.664
11.03.25 15-38-58,-28.365
11.03.25 15-38-59,-28.644
11.03.25 15-39-00,-28.596
11.03.25 15-39-00,-28.335
11.03.25 15-39-01,-28.464
11.03.25 15-39-02,-28.081
11.03.25 15-39-03,-28.270
11.03.25 15-39-04,-27.700
11.03.25 15-39-04,-22.220
11.03.25 15-39-05,-21.768
11.03.25 15-39-06,-22.918
11.03.25 15-39-07,-23.061
11.03.25 15-39-07,-23.543
11.03.25 15-39-08,-23.072
11.03.25 15-39-09,-23.222
11.03.25 15-39-10,-22.722
11.03.25 15-39-10,-23.604
11.03.25 15-39-11,-22.944
11.03.25 15-39-12,-23.183
11.03.25 15-39-13,-23.199
11.03.25 15-39-13,-23.063
11.03.25 15-39-14,-22.950
11.03.25 15-39-15,-22.551
11.03.25 15-39-15,-22.894
11.03.25 15-39-16,-22.969
11.03.25 15-39-18,-22.811
11.03.25 15-39-18,-22.478
11.03.25 15-39-19,-22.447
11.03.25 15-39-20,-22.860
11.03.25 15-39-21,-22.623
11.03.25 15-39-21,-22.441
11.03.25 15-39-22,-22.777
11.03.25 15-39-23,-22.743
11.03.25 15-39-24,-22.466
11.03.25 15-39-24,-22.516
11.03.25 15-39-25,-22.327
11.03.25 15-39-26,-22.512
11.03.25 15-39-27,-22.465
11.03.25 15-39-27,-22.336
11.03.25 15-39-28,-22.326
11.03.25 15-39-29,-21.485
11.03.25 15-39-30,-20.597
11.03.25 15-39-30,-27.396
11.03.25 15-39-31,-27.583
11.03.25 15-39-32,-27.235
11.03.25 15-39-33,-26.944
11.03.25 15-39-34,-27.202
11.03.25 15-39-34,-27.190
11.03.25 15-39-35,-26.935
11.03.25 15-39-36,-26.827
11.03.25 15-39-37,-26.879
11.03.25 15-39-37,-26.774
11.03.25 15-39-38,-27.227
11.03.25 15-39-39,-27.177
11.03.25 15-39-40,-27.049
11.03.25 15-39-40,-27.121
11.03.25 15-39-41,-27.153
11.03.25 15-39-42,-27.320
11.03.25 15-39-43,-26.882
11.03.25 15-39-43,-26.907
11.03.25 15-39-44,-26.620
11.03.25 15-39-45,-27.012
11.03.25 15-39-46,-26.596
11.03.25 15-39-47,-26.559
11.03.25 15-39-48,-26.657
11.03.25 15-39-48,-26.533
11.03.25 15-39-49,-26.666
11.03.25 15-39-50,-26.818
11.03.25 15-39-51,-26.471
11.03.25 15-39-51,-26.384
11.03.25 15-39-52,-26.373
11.03.25 15-39-53,-26.202
11.03.25 15-39-54,-26.169
11.03.25 15-39-54,-26.310
11.03.25 15-39-55,-26.497
11.03.25 15-39-56,-26.379
11.03.25 15-39-57,-25.881
11.03.25 15-39-57,-25.925
11.03.25 15-39-58,-26.039
11.03.25 15-39-59,-25.582
11.03.25 15-40-00,-25.894
11.03.25 15-40-00,-25.756
11.03.25 15-40-01,-25.277
11.03.25 15-40-02,-25.484
11.03.25 15-40-03,-25.806
11.03.25 15-40-04,-25.474
11.03.25 15-40-04,-25.445
11.03.25 15-40-05,-25.628
11.03.25 15-40-06,-25.640
11.03.25 15-40-07,-25.573
11.03.25 15-40-07,-25.170
11.03.25 15-40-08,-25.764
11.03.25 15-40-09,-25.564
11.03.25 15-40-10,-25.267
11.03.25 15-40-10,-25.582
11.03.25 15-40-11,-25.475
11.03.25 15-40-12,-25.246
11.03.25 15-40-13,-25.425
11.03.25 15-40-13,-25.300
11.03.25 15-40-14,-25.294
11.03.25 15-40-15,-24.980
11.03.25 15-40-16,-24.677
11.03.25 15-40-17,-24.667
11.03.25 15-40-17,-24.518
11.03.25 15-40-18,-24.654
11.03.25 15-40-19,-24.498
11.03.25 15-40-20,-24.689
11.03.25 15-40-20,-24.645
11.03.25 15-40-21,-24.622
11.03.25 15-40-22,-24.691
11.03.25 15-40-23,-24.614
11.03.25 15-40-23,-24.503
11.03.25 15-40-24,-24.630
11.03.25 15-40-25,-24.600
11.03.25 15-40-26,-24.340
11.03.25 15-40-26,-24.601
11.03.25 15-40-27,-24.435
11.03.25 15-40-28,-24.126
11.03.25 15-40-29,-24.124
11.03.25 15-40-29,-24.309
11.03.25 15-40-30,-24.232
11.03.25 15-40-31,-24.099
11.03.25 15-40-32,-24.509
11.03.25 15-40-33,-24.120
11.03.25 15-40-33,-23.977
11.03.25 15-40-34,-24.441
11.03.25 15-40-35,-23.738
11.03.25 15-40-36,-23.730
11.03.25 15-40-36,-23.799
11.03.25 15-40-37,-23.609
11.03.25 15-40-38,-23.794
11.03.25 15-40-39,-23.920
11.03.25 15-40-39,-23.770
11.03.25 15-40-40,-23.992
11.03.25 15-40-41,-23.726
11.03.25 15-40-42,-23.619
11.03.25 15-40-42,-23.760
11.03.25 15-40-43,-23.595
11.03.25 15-40-44,-23.516
11.03.25 15-40-45,-23.277
11.03.25 15-40-46,-23.228
11.03.25 15-40-47,-23.405
11.03.25 15-40-47,-23.464
11.03.25 15-40-48,-23.636
11.03.25 15-40-49,-23.533
11.03.25 15-40-50,-23.386
11.03.25 15-40-50,-22.868
11.03.25 15-40-51,-23.353
11.03.25 15-40-52,-22.813
11.03.25 15-40-53,-23.264
11.03.25 15-40-53,-22.936
11.03.25 15-40-54,-23.203
11.03.25 15-40-55,-23.068
11.03.25 15-40-56,-22.966
11.03.25 15-40-56,-22.749
11.03.25 15-40-57,-22.699
11.03.25 15-40-58,-22.637
11.03.25 15-40-59,-22.927
11.03.25 15-40-59,-22.727
11.03.25 15-41-00,-22.767
11.03.25 15-41-01,-22.653
11.03.25 15-41-02,-22.715
11.03.25 15-41-03,-22.651
11.03.25 15-41-03,-22.786
11.03.25 15-41-04,-22.743
11.03.25 15-41-05,-22.787
11.03.25 15-41-06,-24.882
11.03.25 15-41-06,-22.457
11.03.25 15-41-07,-21.742
11.03.25 15-41-08,-22.528
11.03.25 15-41-09,-21.867
11.03.25 15-41-09,-22.137
11.03.25 15-41-10,-22.095
11.03.25 15-41-11,-21.560
11.03.25 15-41-12,-22.298
11.03.25 15-41-12,-22.367
11.03.25 15-41-13,-22.174
11.03.25 15-41-14,-22.281
11.03.25 15-41-15,-22.122
11.03.25 15-41-16,-21.878
11.03.25 15-41-16,-21.463
11.03.25 15-41-17,-21.632
11.03.25 15-41-18,-21.976
11.03.25 15-41-19,-21.545
11.03.25 15-41-19,-21.674
11.03.25 15-41-20,-21.523
11.03.25 15-41-21,-21.413
11.03.25 15-41-22,-21.363
11.03.25 15-41-22,-21.075
11.03.25 15-41-23,-21.501
11.03.25 15-41-24,-21.397
11.03.25 15-41-25,-21.778
11.03.25 15-41-25,-21.676
11.03.25 15-41-26,-21.881
11.03.25 15-41-27,-21.873
11.03.25 15-41-28,-21.718
11.03.25 15-41-28,-21.715
11.03.25 15-41-29,-21.849
11.03.25 15-41-30,-21.886
11.03.25 15-41-31,-21.858
11.03.25 15-41-32,-21.502
11.03.25 15-41-32,-21.698
11.03.25 15-41-33,-21.294
11.03.25 15-41-34,-21.391
11.03.25 15-41-35,-21.410
11.03.25 15-41-35,-21.489
11.03.25 15-41-36,-21.773
11.03.25 15-41-37,-21.282
11.03.25 15-41-38,-21.308
11.03.25 15-41-38,-21.339
11.03.25 15-41-39,-21.229
11.03.25 15-41-40,-21.286
11.03.25 15-41-41,-21.029
11.03.25 15-41-41,-21.117
11.03.25 15-41-42,-21.126
11.03.25 15-41-43,-21.351
11.03.25 15-41-44,-20.860
11.03.25 15-41-44,-20.853
11.03.25 15-41-45,-20.766
11.03.25 15-41-46,-20.658
11.03.25 15-41-47,-20.589
11.03.25 15-41-48,-20.497
11.03.25 15-41-48,-20.452
11.03.25 15-41-49,-20.715
11.03.25 15-41-50,-20.587
11.03.25 15-41-51,-20.873
11.03.25 15-41-51,-20.839
11.03.25 15-41-52,-20.646
11.03.25 15-41-53,-20.697
11.03.25 15-41-54,-20.560
11.03.25 15-41-54,-20.423
11.03.25 15-41-55,-20.561
11.03.25 15-41-56,-20.296
11.03.25 15-41-57,-20.607
11.03.25 15-41-57,-18.193
11.03.25 15-41-58,-19.666
11.03.25 15-41-59,-19.495
11.03.25 15-42-00,-19.175
11.03.25 15-42-01,-18.920
11.03.25 15-42-01,-18.354
11.03.25 15-42-02,-18.164
11.03.25 15-42-03,-18.174
11.03.25 15-42-04,-17.952
11.03.25 15-42-04,-16.990
11.03.25 15-42-05,-17.634
11.03.25 15-42-06,-17.436
11.03.25 15-42-07,-17.224
11.03.25 15-42-07,-18.141
11.03.25 15-42-08,-18.207
11.03.25 15-42-09,-19.222
11.03.25 15-42-10,-18.881
11.03.25 15-42-10,-19.270
11.03.25 15-42-11,-19.175
11.03.25 15-42-12,-19.187
11.03.25 15-42-13,-18.987
11.03.25 15-42-13,-18.894
11.03.25 15-42-14,-18.992
11.03.25 15-42-15,-19.124
11.03.25 15-42-16,-18.742
11.03.25 15-42-17,-18.508
11.03.25 15-42-17,-18.848
11.03.25 15-42-18,-18.959
11.03.25 15-42-19,-18.906
11.03.25 15-42-20,-19.058
11.03.25 15-42-20,-18.926
11.03.25 15-42-21,-18.664
11.03.25 15-42-22,-18.675
11.03.25 15-42-23,-18.636
11.03.25 15-42-23,-19.125
11.03.25 15-42-24,-18.579
11.03.25 15-42-25,-18.578
11.03.25 15-42-26,-18.719
11.03.25 15-42-26,-18.472
11.03.25 15-42-27,-18.897
11.03.25 15-42-28,-18.458
11.03.25 15-42-29,-18.706
11.03.25 15-42-30,-18.382
11.03.25 15-42-30,-18.201
11.03.25 15-42-31,-18.202
11.03.25 15-42-32,-18.116
11.03.25 15-42-33,-18.392
11.03.25 15-42-33,-18.191
11.03.25 15-42-34,-18.137
11.03.25 15-42-35,-18.253
11.03.25 15-42-36,-18.281
11.03.25 15-42-36,-17.976
11.03.25 15-42-37,-17.945
11.03.25 15-42-38,-17.935
11.03.25 15-42-39,-17.953
11.03.25 15-42-39,-17.944
11.03.25 15-42-40,-17.925
11.03.25 15-42-41,-17.838
11.03.25 15-42-42,-18.068
11.03.25 15-42-42,-17.748
11.03.25 15-42-43,-17.577
11.03.25 15-42-44,-17.639
11.03.25 15-42-45,-17.986
11.03.25 15-42-46,-17.623
11.03.25 15-42-46,-17.781
11.03.25 15-42-47,-17.467
11.03.25 15-42-48,-17.559
11.03.25 15-42-49,-17.571
11.03.25 15-42-49,-17.670
11.03.25 15-42-50,-17.586
11.03.25 15-42-51,-17.555
11.03.25 15-42-52,-17.474
11.03.25 15-42-52,-17.710
11.03.25 15-42-53,-17.463
11.03.25 15-42-54,-17.537
11.03.25 15-42-55,-17.453
11.03.25 15-42-55,-17.315
11.03.25 15-42-56,-17.129
11.03.25 15-42-57,-17.012
11.03.25 15-42-58,-17.447
11.03.25 15-42-58,-17.324
11.03.25 15-42-59,-17.179
11.03.25 15-43-00,-17.105
11.03.25 15-43-01,-17.031
11.03.25 15-43-02,-17.066
11.03.25 15-43-03,-16.866
