time,temperature
25.03.25 14-50-28,-3.719
25.03.25 14-50-28,-4.068
25.03.25 14-50-29,-4.126
25.03.25 14-50-30,-4.128
25.03.25 14-50-30,-4.196
25.03.25 14-50-31,-4.155
25.03.25 14-50-31,-4.187
25.03.25 14-50-32,-4.168
25.03.25 14-50-32,-4.171
25.03.25 14-50-33,-3.812
25.03.25 14-50-33,-3.671
25.03.25 14-50-34,-4.003
25.03.25 14-50-34,-3.674
25.03.25 14-50-35,-3.699
25.03.25 14-50-35,-3.073
25.03.25 14-50-36,-3.313
25.03.25 14-50-36,-3.109
25.03.25 14-50-37,-3.609
25.03.25 14-50-37,-3.656
25.03.25 14-50-38,-4.062
25.03.25 14-50-38,-3.651
25.03.25 14-50-39,-3.852
25.03.25 14-50-39,-3.651
25.03.25 14-50-40,-3.603
25.03.25 14-50-40,-3.725
25.03.25 14-50-41,-3.589
25.03.25 14-50-41,-3.638
25.03.25 14-50-42,-3.682
25.03.25 14-50-42,-3.693
25.03.25 14-50-43,-3.474
25.03.25 14-50-43,-3.389
25.03.25 14-50-44,-3.486
25.03.25 14-50-44,-3.608
25.03.25 14-50-45,-3.795
25.03.25 14-50-45,-3.766
25.03.25 14-50-46,-3.601
25.03.25 14-50-46,-3.700
25.03.25 14-50-47,-3.777
25.03.25 14-50-47,-3.641
25.03.25 14-50-48,-3.583
25.03.25 14-50-48,-3.374
25.03.25 14-50-49,-3.580
25.03.25 14-50-49,-3.403
25.03.25 14-50-50,-3.435
25.03.25 14-50-50,-3.549
25.03.25 14-50-51,-3.627
25.03.25 14-50-51,-3.246
25.03.25 14-50-52,-3.450
25.03.25 14-50-52,-3.689
25.03.25 14-50-53,-3.271
25.03.25 14-50-53,-3.440
25.03.25 14-50-54,-3.554
25.03.25 14-50-54,-3.778
25.03.25 14-50-55,-3.352
25.03.25 14-50-55,-3.275
25.03.25 14-50-56,-3.347
25.03.25 14-50-56,-3.279
25.03.25 14-50-57,-3.517
25.03.25 14-50-57,-3.038
25.03.25 14-50-58,-3.494
25.03.25 14-50-59,-3.424
25.03.25 14-50-59,-3.528
25.03.25 14-51-00,-3.472
25.03.25 14-51-00,-2.956
25.03.25 14-51-01,-3.157
25.03.25 14-51-01,-3.096
25.03.25 14-51-02,-3.036
25.03.25 14-51-02,-3.116
25.03.25 14-51-03,-3.479
25.03.25 14-51-03,-3.198
25.03.25 14-51-04,-3.102
25.03.25 14-51-04,-3.032
25.03.25 14-51-05,-3.210
25.03.25 14-51-05,-2.903
25.03.25 14-51-06,-3.156
25.03.25 14-51-06,-2.979
25.03.25 14-51-07,-2.995
25.03.25 14-51-07,-3.046
25.03.25 14-51-08,-3.133
25.03.25 14-51-08,-2.744
25.03.25 14-51-09,-2.561
25.03.25 14-51-09,-4.232
25.03.25 14-51-10,-4.942
25.03.25 14-51-10,-4.378
25.03.25 14-51-11,-5.048
25.03.25 14-51-11,-3.826
25.03.25 14-51-12,-1.147
25.03.25 14-51-12,-0.947
25.03.25 14-51-13,-0.723
25.03.25 14-51-13,-0.161
25.03.25 14-51-14,-0.303
25.03.25 14-51-14,-0.034
25.03.25 14-51-15,0.204
25.03.25 14-51-15,0.103
25.03.25 14-51-16,0.446
25.03.25 14-51-16,0.604
25.03.25 14-51-17,0.593
25.03.25 14-51-17,0.639
25.03.25 14-51-18,0.719
25.03.25 14-51-18,0.617
25.03.25 14-51-19,0.953
25.03.25 14-51-19,0.816
25.03.25 14-51-20,1.273
25.03.25 14-51-20,1.134
25.03.25 14-51-21,1.058
25.03.25 14-51-21,1.092
25.03.25 14-51-22,1.538
25.03.25 14-51-22,1.576
25.03.25 14-51-23,1.643
25.03.25 14-51-23,1.574
25.03.25 14-51-24,2.034
25.03.25 14-51-24,1.937
25.03.25 14-51-25,1.936
25.03.25 14-51-25,1.897
25.03.25 14-51-26,2.091
25.03.25 14-51-26,2.158
25.03.25 14-51-27,2.575
25.03.25 14-51-27,2.508
25.03.25 14-51-28,2.297
25.03.25 14-51-29,2.581
25.03.25 14-51-29,2.584
25.03.25 14-51-30,2.537
25.03.25 14-51-30,2.733
25.03.25 14-51-31,2.980
25.03.25 14-51-31,2.977
25.03.25 14-51-32,2.869
25.03.25 14-51-32,2.974
25.03.25 14-51-33,3.201
25.03.25 14-51-33,3.024
25.03.25 14-51-34,3.226
25.03.25 14-51-34,3.362
25.03.25 14-51-35,3.396
25.03.25 14-51-35,3.436
25.03.25 14-51-36,3.310
25.03.25 14-51-36,3.399
25.03.25 14-51-37,3.575
25.03.25 14-51-37,3.374
25.03.25 14-51-38,3.497
25.03.25 14-51-38,3.767
25.03.25 14-51-39,3.791
25.03.25 14-51-39,3.597
25.03.25 14-51-40,3.675
25.03.25 14-51-40,3.884
25.03.25 14-51-41,4.046
25.03.25 14-51-41,3.911
25.03.25 14-51-42,3.803
25.03.25 14-51-42,4.092
25.03.25 14-51-43,4.126
25.03.25 14-51-43,4.129
25.03.25 14-51-44,4.064
25.03.25 14-51-44,4.012
25.03.25 14-51-45,4.136
25.03.25 14-51-45,4.343
25.03.25 14-51-46,4.397
25.03.25 14-51-46,4.439
25.03.25 14-51-47,4.545
25.03.25 14-51-47,4.746
25.03.25 14-51-48,4.253
25.03.25 14-51-48,4.321
25.03.25 14-51-49,4.659
25.03.25 14-51-49,4.737
25.03.25 14-51-50,4.645
25.03.25 14-51-50,4.778
25.03.25 14-51-51,4.662
25.03.25 14-51-51,4.778
25.03.25 14-51-52,4.895
25.03.25 14-51-52,4.764
25.03.25 14-51-53,5.094
25.03.25 14-51-53,5.181
25.03.25 14-51-54,4.855
25.03.25 14-51-54,5.165
25.03.25 14-51-55,4.947
25.03.25 14-51-55,5.235
25.03.25 14-51-56,5.257
25.03.25 14-51-56,5.229
25.03.25 14-51-57,5.373
25.03.25 14-51-58,5.307
25.03.25 14-51-58,5.348
25.03.25 14-51-59,5.364
25.03.25 14-51-59,5.485
25.03.25 14-52-00,5.608
25.03.25 14-52-00,5.647
25.03.25 14-52-01,5.728
25.03.25 14-52-01,5.405
25.03.25 14-52-02,5.786
25.03.25 14-52-02,5.742
25.03.25 14-52-03,5.639
25.03.25 14-52-03,5.856
25.03.25 14-52-04,6.231
25.03.25 14-52-04,5.883
25.03.25 14-52-05,5.939
25.03.25 14-52-05,5.970
25.03.25 14-52-06,6.142
25.03.25 14-52-06,6.116
25.03.25 14-52-07,3.333
25.03.25 14-52-07,-6.088
25.03.25 14-52-08,-5.522
25.03.25 14-52-08,-5.937
25.03.25 14-52-09,-5.701
25.03.25 14-52-09,-6.028
25.03.25 14-52-10,-6.464
25.03.25 14-52-10,-6.779
25.03.25 14-52-11,-7.043
25.03.25 14-52-11,-6.801
25.03.25 14-52-12,-6.552
25.03.25 14-52-13,-6.693
25.03.25 14-52-13,-6.834
25.03.25 14-52-14,-6.998
25.03.25 14-52-14,-6.795
25.03.25 14-52-15,-6.944
25.03.25 14-52-15,-7.141
25.03.25 14-52-16,-7.019
25.03.25 14-52-16,-7.088
25.03.25 14-52-17,-7.000
25.03.25 14-52-17,-7.086
25.03.25 14-52-18,-7.442
25.03.25 14-52-18,-7.369
25.03.25 14-52-19,-7.210
25.03.25 14-52-19,-7.369
25.03.25 14-52-20,-7.246
25.03.25 14-52-20,-7.240
25.03.25 14-52-21,-7.453
25.03.25 14-52-21,-7.368
25.03.25 14-52-22,-7.310
25.03.25 14-52-22,-7.475
25.03.25 14-52-23,-7.692
25.03.25 14-52-23,-7.567
25.03.25 14-52-24,-7.452
25.03.25 14-52-24,-7.537
25.03.25 14-52-25,-7.563
25.03.25 14-52-25,-7.643
25.03.25 14-52-26,-7.646
25.03.25 14-52-26,-7.580
25.03.25 14-52-27,-7.371
25.03.25 14-52-27,-7.126
25.03.25 14-52-28,-7.466
25.03.25 14-52-28,-7.576
25.03.25 14-52-29,-7.312
25.03.25 14-52-29,-7.422
25.03.25 14-52-30,-7.658
25.03.25 14-52-30,-7.215
25.03.25 14-52-31,-7.404
25.03.25 14-52-31,-7.349
25.03.25 14-52-32,-7.353
25.03.25 14-52-32,-7.489
25.03.25 14-52-33,-7.265
25.03.25 14-52-33,-7.101
25.03.25 14-52-34,-7.180
25.03.25 14-52-34,-7.436
25.03.25 14-52-35,-7.485
25.03.25 14-52-35,-7.436
25.03.25 14-52-36,-7.558
25.03.25 14-52-36,-7.415
25.03.25 14-52-37,-7.520
25.03.25 14-52-37,-7.509
25.03.25 14-52-38,-7.616
25.03.25 14-52-38,-7.292
25.03.25 14-52-39,-7.567
25.03.25 14-52-39,-7.282
25.03.25 14-52-40,-7.325
25.03.25 14-52-40,-7.344
25.03.25 14-52-41,-7.403
25.03.25 14-52-41,-7.376
25.03.25 14-52-42,-7.238
25.03.25 14-52-43,-7.293
25.03.25 14-52-43,-7.220
25.03.25 14-52-44,-7.449
25.03.25 14-52-44,-7.402
25.03.25 14-52-45,-7.262
25.03.25 14-52-45,-7.502
25.03.25 14-52-46,-7.226
25.03.25 14-52-46,-7.371
25.03.25 14-52-47,-7.434
25.03.25 14-52-47,-7.231
25.03.25 14-52-48,-7.287
25.03.25 14-52-48,-7.072
25.03.25 14-52-49,-1.777
25.03.25 14-52-49,29.140
25.03.25 14-52-50,34.808
25.03.25 14-52-50,34.730
25.03.25 14-52-51,34.764
25.03.25 14-52-51,35.374
25.03.25 14-52-52,35.250
25.03.25 14-52-52,35.479
25.03.25 14-52-53,35.372
25.03.25 14-52-53,35.174
25.03.25 14-52-54,35.289
25.03.25 14-52-54,35.389
25.03.25 14-52-55,35.197
25.03.25 14-52-55,-2.428
25.03.25 14-52-56,-6.761
25.03.25 14-52-56,-6.954
25.03.25 14-52-57,-7.039
25.03.25 14-52-57,-7.219
25.03.25 14-52-58,-6.910
25.03.25 14-52-58,-7.067
25.03.25 14-52-59,-6.807
25.03.25 14-52-59,-6.995
25.03.25 14-53-00,-6.980
25.03.25 14-53-00,-7.224
25.03.25 14-53-01,-7.021
25.03.25 14-53-01,-6.828
25.03.25 14-53-02,-7.172
25.03.25 14-53-02,-7.194
25.03.25 14-53-03,-7.346
25.03.25 14-53-03,-6.762
25.03.25 14-53-04,-7.097
25.03.25 14-53-04,-7.146
25.03.25 14-53-05,-6.785
25.03.25 14-53-05,-7.203
25.03.25 14-53-06,-6.791
25.03.25 14-53-06,-6.800
25.03.25 14-53-07,-6.134
25.03.25 14-53-07,-6.311
25.03.25 14-53-08,-6.383
25.03.25 14-53-08,-6.021
25.03.25 14-53-09,-6.681
25.03.25 14-53-09,-6.319
25.03.25 14-53-10,-5.674
25.03.25 14-53-10,-5.178
25.03.25 14-53-11,-5.742
25.03.25 14-53-12,-5.258
25.03.25 14-53-12,-5.141
25.03.25 14-53-13,-5.249
25.03.25 14-53-13,-5.301
25.03.25 14-53-14,-5.364
25.03.25 14-53-14,-5.177
25.03.25 14-53-15,-5.089
25.03.25 14-53-15,-5.402
25.03.25 14-53-16,-5.474
25.03.25 14-53-16,-5.129
25.03.25 14-53-17,-5.264
25.03.25 14-53-17,-5.690
25.03.25 14-53-18,-5.779
25.03.25 14-53-18,-5.568
25.03.25 14-53-19,-5.601
25.03.25 14-53-19,-5.620
25.03.25 14-53-20,-5.540
25.03.25 14-53-20,-5.599
25.03.25 14-53-21,-5.644
25.03.25 14-53-21,-5.875
25.03.25 14-53-22,-5.565
25.03.25 14-53-22,-5.554
25.03.25 14-53-23,-5.564
25.03.25 14-53-23,-5.563
25.03.25 14-53-24,-5.439
25.03.25 14-53-24,-5.560
25.03.25 14-53-25,-5.609
25.03.25 14-53-25,-5.677
25.03.25 14-53-26,-5.412
25.03.25 14-53-26,-5.636
25.03.25 14-53-27,-5.435
25.03.25 14-53-27,-5.618
25.03.25 14-53-28,-5.415
25.03.25 14-53-28,-5.411
25.03.25 14-53-29,-5.435
25.03.25 14-53-29,-5.191
25.03.25 14-53-30,-5.294
25.03.25 14-53-30,-5.574
25.03.25 14-53-31,-5.284
25.03.25 14-53-31,-5.591
25.03.25 14-53-32,-5.121
25.03.25 14-53-32,-5.337
25.03.25 14-53-33,-5.130
25.03.25 14-53-33,-5.402
25.03.25 14-53-34,-5.127
25.03.25 14-53-34,-5.063
25.03.25 14-53-35,-5.103
25.03.25 14-53-35,-5.323
25.03.25 14-53-36,-5.113
25.03.25 14-53-36,-5.095
25.03.25 14-53-37,-5.335
25.03.25 14-53-37,-5.014
25.03.25 14-53-38,-4.979
25.03.25 14-53-38,-5.479
25.03.25 14-53-39,-5.016
25.03.25 14-53-39,-4.769
25.03.25 14-53-40,-4.966
25.03.25 14-53-40,-4.989
25.03.25 14-53-41,-5.195
25.03.25 14-53-42,-4.847
25.03.25 14-53-42,-5.089
25.03.25 14-53-43,-4.855
25.03.25 14-53-43,-4.875
25.03.25 14-53-44,-4.963
25.03.25 14-53-44,-5.050
25.03.25 14-53-45,-5.150
25.03.25 14-53-45,-5.140
25.03.25 14-53-46,-4.894
25.03.25 14-53-46,-4.951
25.03.25 14-53-47,-5.041
25.03.25 14-53-47,-5.113
25.03.25 14-53-48,-4.928
25.03.25 14-53-48,-4.797
25.03.25 14-53-49,-4.718
25.03.25 14-53-49,-4.683
25.03.25 14-53-50,-4.941
25.03.25 14-53-50,-4.823
25.03.25 14-53-51,-4.856
25.03.25 14-53-51,-4.998
25.03.25 14-53-52,-4.853
25.03.25 14-53-52,-4.775
25.03.25 14-53-53,-4.820
25.03.25 14-53-53,-4.939
25.03.25 14-53-54,-4.641
25.03.25 14-53-54,-4.554
25.03.25 14-53-55,-4.642
25.03.25 14-53-55,-4.966
25.03.25 14-53-56,-4.676
25.03.25 14-53-56,-4.435
25.03.25 14-53-57,-4.507
25.03.25 14-53-57,-4.673
25.03.25 14-53-58,-4.402
25.03.25 14-53-58,-4.377
25.03.25 14-53-59,-4.412
25.03.25 14-53-59,-4.472
25.03.25 14-54-00,-4.649
25.03.25 14-54-00,-4.145
25.03.25 14-54-01,-4.295
25.03.25 14-54-01,-4.738
25.03.25 14-54-02,-4.253
25.03.25 14-54-02,-4.109
25.03.25 14-54-03,-4.168
25.03.25 14-54-03,-4.259
25.03.25 14-54-04,-4.318
25.03.25 14-54-04,-4.027
25.03.25 14-54-05,-3.996
25.03.25 14-54-05,-4.394
25.03.25 14-54-06,-4.008
25.03.25 14-54-06,-4.218
25.03.25 14-54-07,-4.101
25.03.25 14-54-07,-4.142
25.03.25 14-54-08,-4.076
25.03.25 14-54-08,-4.052
25.03.25 14-54-09,-4.002
25.03.25 14-54-09,-4.023
25.03.25 14-54-10,-3.971
25.03.25 14-54-10,-4.127
25.03.25 14-54-11,-3.966
25.03.25 14-54-12,-3.970
25.03.25 14-54-12,-4.064
25.03.25 14-54-13,-4.178
25.03.25 14-54-13,-3.774
25.03.25 14-54-14,-4.119
25.03.25 14-54-14,-4.023
25.03.25 14-54-15,-4.028
25.03.25 14-54-15,-3.820
25.03.25 14-54-16,-3.825
25.03.25 14-54-16,-4.029
25.03.25 14-54-17,-3.872
25.03.25 14-54-17,-3.982
25.03.25 14-54-18,-4.077
25.03.25 14-54-18,-3.946
25.03.25 14-54-19,-3.851
25.03.25 14-54-19,-3.957
25.03.25 14-54-20,-4.047
25.03.25 14-54-20,-4.086
25.03.25 14-54-21,-3.983
25.03.25 14-54-21,-3.792
25.03.25 14-54-22,-4.135
25.03.25 14-54-22,-4.190
25.03.25 14-54-23,-3.987
25.03.25 14-54-23,-3.990
25.03.25 14-54-24,-3.905
25.03.25 14-54-24,-0.686
25.03.25 14-54-25,17.265
25.03.25 14-54-25,2.462
25.03.25 14-54-26,-3.799
25.03.25 14-54-26,-3.853
25.03.25 14-54-27,-3.664
25.03.25 14-54-27,-6.893
25.03.25 14-54-28,-6.368
25.03.25 14-54-28,-6.269
25.03.25 14-54-29,-6.199
25.03.25 14-54-29,-5.855
25.03.25 14-54-30,-6.348
25.03.25 14-54-30,-5.914
25.03.25 14-54-31,-5.751
25.03.25 14-54-31,29.180
25.03.25 14-54-32,27.406
25.03.25 14-54-32,34.271
25.03.25 14-54-33,34.370
25.03.25 14-54-33,34.370
25.03.25 14-54-34,34.323
25.03.25 14-54-34,34.458
25.03.25 14-54-35,34.547
25.03.25 14-54-35,34.448
25.03.25 14-54-36,34.526
25.03.25 14-54-36,21.168
25.03.25 14-54-37,-5.221
25.03.25 14-54-37,-5.034
25.03.25 14-54-38,-5.288
25.03.25 14-54-38,-4.963
25.03.25 14-54-39,-5.230
25.03.25 14-54-39,-5.332
25.03.25 14-54-40,-5.511
25.03.25 14-54-41,-5.115
25.03.25 14-54-41,-5.145
25.03.25 14-54-42,-5.137
25.03.25 14-54-42,-5.334
25.03.25 14-54-43,-5.201
25.03.25 14-54-43,-5.497
25.03.25 14-54-44,-5.273
25.03.25 14-54-44,-5.179
25.03.25 14-54-45,-5.034
25.03.25 14-54-45,-5.185
25.03.25 14-54-46,-5.642
25.03.25 14-54-46,-5.247
25.03.25 14-54-47,-5.203
25.03.25 14-54-47,-5.153
25.03.25 14-54-48,-5.244
25.03.25 14-54-48,-5.180
25.03.25 14-54-49,-5.351
25.03.25 14-54-49,-5.377
25.03.25 14-54-50,-5.167
25.03.25 14-54-50,-5.151
25.03.25 14-54-51,-5.016
25.03.25 14-54-51,-5.068
25.03.25 14-54-52,-5.165
25.03.25 14-54-53,-5.278
25.03.25 14-54-53,-4.875
25.03.25 14-54-54,-4.973
25.03.25 14-54-54,-4.866
25.03.25 14-54-55,-4.924
25.03.25 14-54-55,-4.831
25.03.25 14-54-56,-4.772
25.03.25 14-54-56,-4.672
25.03.25 14-54-57,-4.789
25.03.25 14-54-57,-4.528
25.03.25 14-54-58,-4.572
25.03.25 14-54-58,-4.413
25.03.25 14-54-59,-4.640
25.03.25 14-54-59,-4.688
25.03.25 14-55-00,-4.748
25.03.25 14-55-00,-4.635
25.03.25 14-55-01,-4.371
25.03.25 14-55-01,-4.552
25.03.25 14-55-02,-4.754
25.03.25 14-55-02,-4.585
25.03.25 14-55-03,-4.564
25.03.25 14-55-03,-4.613
25.03.25 14-55-04,-4.532
25.03.25 14-55-04,-4.351
25.03.25 14-55-05,-4.588
25.03.25 14-55-05,-4.308
25.03.25 14-55-06,-4.236
25.03.25 14-55-06,-4.012
25.03.25 14-55-07,-4.273
25.03.25 14-55-07,-4.523
25.03.25 14-55-08,-4.239
25.03.25 14-55-08,-4.289
25.03.25 14-55-09,-3.890
25.03.25 14-55-09,-4.031
25.03.25 14-55-10,-3.719
25.03.25 14-55-11,-3.909
25.03.25 14-55-11,-3.797
25.03.25 14-55-12,-3.780
25.03.25 14-55-12,-3.775
25.03.25 14-55-13,-3.598
25.03.25 14-55-13,-3.678
25.03.25 14-55-14,-3.979
25.03.25 14-55-14,-3.772
25.03.25 14-55-15,-3.889
25.03.25 14-55-15,-3.673
25.03.25 14-55-16,-4.138
25.03.25 14-55-16,-3.742
25.03.25 14-55-17,-5.073
25.03.25 14-55-17,-4.603
25.03.25 14-55-18,-4.410
25.03.25 14-55-18,-4.139
25.03.25 14-55-19,-4.491
25.03.25 14-55-19,-4.715
25.03.25 14-55-20,-4.556
25.03.25 14-55-20,-4.605
25.03.25 14-55-21,-4.593
25.03.25 14-55-21,-4.729
25.03.25 14-55-22,-4.682
25.03.25 14-55-22,-4.775
25.03.25 14-55-23,-4.791
25.03.25 14-55-23,-5.097
25.03.25 14-55-24,-4.683
25.03.25 14-55-24,-4.845
25.03.25 14-55-25,-4.688
25.03.25 14-55-25,-4.537
25.03.25 14-55-26,-4.719
25.03.25 14-55-26,-4.846
25.03.25 14-55-27,-5.038
25.03.25 14-55-27,-4.645
25.03.25 14-55-28,-4.789
25.03.25 14-55-28,-4.621
25.03.25 14-55-29,-4.732
25.03.25 14-55-29,-4.950
25.03.25 14-55-30,-4.849
25.03.25 14-55-30,-4.886
25.03.25 14-55-31,-4.554
25.03.25 14-55-31,-4.471
25.03.25 14-55-32,-4.656
25.03.25 14-55-32,-4.864
25.03.25 14-55-33,-4.386
25.03.25 14-55-33,-4.510
25.03.25 14-55-34,-4.765
25.03.25 14-55-34,-4.488
25.03.25 14-55-35,-4.463
25.03.25 14-55-35,-4.608
25.03.25 14-55-36,-4.441
25.03.25 14-55-36,-4.484
25.03.25 14-55-37,-4.127
25.03.25 14-55-37,-4.412
25.03.25 14-55-38,-4.476
25.03.25 14-55-38,-4.553
25.03.25 14-55-39,-4.170
25.03.25 14-55-40,-4.353
25.03.25 14-55-40,-4.141
25.03.25 14-55-41,-4.362
25.03.25 14-55-41,-4.356
25.03.25 14-55-42,-4.211
25.03.25 14-55-42,-4.106
25.03.25 14-55-43,-3.914
25.03.25 14-55-43,-4.133
25.03.25 14-55-44,-4.362
25.03.25 14-55-44,-4.066
25.03.25 14-55-45,-4.712
25.03.25 14-55-45,-6.555
25.03.25 14-55-46,-5.786
25.03.25 14-55-46,-5.709
25.03.25 14-55-47,-5.519
25.03.25 14-55-47,-5.531
25.03.25 14-55-48,-5.456
25.03.25 14-55-48,-5.620
25.03.25 14-55-49,-5.450
25.03.25 14-55-49,-5.439
25.03.25 14-55-50,-5.129
25.03.25 14-55-50,-5.061
25.03.25 14-55-51,-5.291
25.03.25 14-55-51,-5.315
25.03.25 14-55-52,-5.410
25.03.25 14-55-52,-5.325
25.03.25 14-55-53,-5.261
25.03.25 14-55-53,-5.390
25.03.25 14-55-54,-5.145
25.03.25 14-55-54,-5.331
25.03.25 14-55-55,-5.035
25.03.25 14-55-55,-4.969
25.03.25 14-55-56,-4.884
25.03.25 14-55-56,-4.852
25.03.25 14-55-57,-5.062
25.03.25 14-55-57,-5.116
25.03.25 14-55-58,-4.770
25.03.25 14-55-58,-5.103
25.03.25 14-55-59,-4.757
25.03.25 14-55-59,-4.714
25.03.25 14-56-00,-4.845
25.03.25 14-56-00,-4.914
25.03.25 14-56-01,-4.860
25.03.25 14-56-01,-4.804
25.03.25 14-56-02,-4.450
25.03.25 14-56-02,-4.538
25.03.25 14-56-03,-4.603
25.03.25 14-56-03,-4.433
25.03.25 14-56-04,-4.587
25.03.25 14-56-04,-4.882
25.03.25 14-56-05,-4.572
25.03.25 14-56-05,-4.616
25.03.25 14-56-06,-4.506
25.03.25 14-56-06,-4.634
25.03.25 14-56-07,-4.696
25.03.25 14-56-07,-4.338
25.03.25 14-56-08,-4.835
25.03.25 14-56-08,-4.443
25.03.25 14-56-09,-4.773
25.03.25 14-56-10,-4.415
25.03.25 14-56-10,-4.649
25.03.25 14-56-11,-4.488
25.03.25 14-56-11,-4.426
25.03.25 14-56-12,-4.383
25.03.25 14-56-12,-4.485
25.03.25 14-56-13,-4.319
25.03.25 14-56-13,-4.246
25.03.25 14-56-14,-4.353
25.03.25 14-56-14,-4.321
25.03.25 14-56-15,-4.098
25.03.25 14-56-15,-4.195
25.03.25 14-56-16,-4.399
25.03.25 14-56-16,-4.108
25.03.25 14-56-17,-4.101
25.03.25 14-56-17,-4.320
25.03.25 14-56-18,-4.042
25.03.25 14-56-18,-4.276
25.03.25 14-56-19,-3.934
25.03.25 14-56-19,-4.051
25.03.25 14-56-20,-3.999
25.03.25 14-56-20,-3.950
25.03.25 14-56-21,-4.009
25.03.25 14-56-21,-4.034
25.03.25 14-56-22,-4.015
25.03.25 14-56-22,-3.914
25.03.25 14-56-23,-3.912
25.03.25 14-56-23,-3.875
25.03.25 14-56-24,-3.921
25.03.25 14-56-24,-3.863
25.03.25 14-56-25,-3.759
25.03.25 14-56-25,-3.605
25.03.25 14-56-26,-3.801
25.03.25 14-56-26,-3.606
25.03.25 14-56-27,-3.702
25.03.25 14-56-27,-3.859
25.03.25 14-56-28,-3.510
25.03.25 14-56-28,0.994
25.03.25 14-56-29,30.885
25.03.25 14-56-29,33.226
25.03.25 14-56-30,34.513
25.03.25 14-56-30,33.751
25.03.25 14-56-31,34.834
25.03.25 14-56-31,34.973
25.03.25 14-56-32,34.660
25.03.25 14-56-32,34.734
25.03.25 14-56-33,34.725
25.03.25 14-56-33,35.029
25.03.25 14-56-34,6.979
25.03.25 14-56-34,-3.312
25.03.25 14-56-35,-3.086
25.03.25 14-56-35,-3.329
25.03.25 14-56-36,-3.378
25.03.25 14-56-36,-3.179
25.03.25 14-56-37,-3.422
25.03.25 14-56-37,-3.283
25.03.25 14-56-38,-3.254
25.03.25 14-56-39,-3.181
25.03.25 14-56-39,-3.026
25.03.25 14-56-40,-3.050
25.03.25 14-56-40,-3.117
25.03.25 14-56-41,-3.274
25.03.25 14-56-41,-3.015
25.03.25 14-56-42,-3.191
25.03.25 14-56-42,-2.866
25.03.25 14-56-43,-2.927
25.03.25 14-56-43,-2.010
25.03.25 14-56-44,-2.375
25.03.25 14-56-44,-2.126
25.03.25 14-56-45,-2.398
25.03.25 14-56-45,-2.756
25.03.25 14-56-46,-2.537
25.03.25 14-56-46,-2.665
25.03.25 14-56-47,-2.610
25.03.25 14-56-47,-2.609
25.03.25 14-56-48,-2.435
25.03.25 14-56-48,-2.515
25.03.25 14-56-49,-2.138
25.03.25 14-56-49,-2.172
25.03.25 14-56-50,-2.187
25.03.25 14-56-50,-1.901
25.03.25 14-56-51,-2.032
25.03.25 14-56-51,-1.803
25.03.25 14-56-52,-1.910
25.03.25 14-56-52,-1.789
25.03.25 14-56-53,-1.924
25.03.25 14-56-53,-2.039
25.03.25 14-56-54,-2.306
25.03.25 14-56-54,-2.421
25.03.25 14-56-55,-2.391
25.03.25 14-56-55,-2.814
25.03.25 14-56-56,-2.210
25.03.25 14-56-56,-2.168
25.03.25 14-56-57,-2.267
25.03.25 14-56-57,-2.599
25.03.25 14-56-58,-2.428
25.03.25 14-56-58,-2.397
25.03.25 14-56-59,-2.465
25.03.25 14-56-59,-2.553
25.03.25 14-57-00,-2.418
25.03.25 14-57-00,-2.655
25.03.25 14-57-01,-2.569
25.03.25 14-57-01,-2.472
25.03.25 14-57-02,-2.283
25.03.25 14-57-02,-2.354
25.03.25 14-57-03,-2.855
25.03.25 14-57-03,-2.378
25.03.25 14-57-04,-2.221
25.03.25 14-57-04,-2.457
25.03.25 14-57-05,-2.316
25.03.25 14-57-05,-2.233
25.03.25 14-57-06,-2.131
25.03.25 14-57-06,-2.221
25.03.25 14-57-07,-2.164
25.03.25 14-57-07,-2.058
25.03.25 14-57-08,-1.968
25.03.25 14-57-09,-2.131
25.03.25 14-57-09,-2.211
25.03.25 14-57-10,-2.487
25.03.25 14-57-10,-2.147
25.03.25 14-57-11,-2.140
25.03.25 14-57-11,-2.206
25.03.25 14-57-12,-2.193
25.03.25 14-57-12,-1.827
25.03.25 14-57-13,-2.227
25.03.25 14-57-13,-2.114
25.03.25 14-57-14,-2.182
25.03.25 14-57-14,-1.983
25.03.25 14-57-15,-2.024
25.03.25 14-57-15,-2.037
25.03.25 14-57-16,-2.076
25.03.25 14-57-16,-2.126
25.03.25 14-57-17,-1.776
25.03.25 14-57-17,-2.139
25.03.25 14-57-18,-1.876
25.03.25 14-57-18,-1.985
25.03.25 14-57-19,-1.866
25.03.25 14-57-19,-2.065
25.03.25 14-57-20,-1.966
25.03.25 14-57-20,-1.697
25.03.25 14-57-21,-2.013
25.03.25 14-57-21,-1.909
25.03.25 14-57-22,-1.768
25.03.25 14-57-22,-1.808
25.03.25 14-57-23,-1.928
25.03.25 14-57-23,-1.719
25.03.25 14-57-24,-1.851
25.03.25 14-57-24,-1.614
25.03.25 14-57-25,-1.835
25.03.25 14-57-25,-1.591
25.03.25 14-57-26,-1.782
25.03.25 14-57-26,-1.525
25.03.25 14-57-27,-1.524
25.03.25 14-57-27,-1.636
25.03.25 14-57-28,-1.651
25.03.25 14-57-28,-1.536
25.03.25 14-57-29,-1.581
25.03.25 14-57-29,-1.692
25.03.25 14-57-30,-1.575
25.03.25 14-57-30,-1.597
25.03.25 14-57-31,-1.406
