time,temperature
25.03.25 13-40-12,-5.268
25.03.25 13-40-12,-5.279
25.03.25 13-40-13,-5.638
25.03.25 13-40-13,-5.175
25.03.25 13-40-14,-5.372
25.03.25 13-40-14,-5.262
25.03.25 13-40-15,-5.380
25.03.25 13-40-15,-5.417
25.03.25 13-40-16,-5.165
25.03.25 13-40-16,-4.983
25.03.25 13-40-17,-5.343
25.03.25 13-40-17,-5.568
25.03.25 13-40-18,-5.183
25.03.25 13-40-18,-5.055
25.03.25 13-40-19,-4.810
25.03.25 13-40-19,-5.138
25.03.25 13-40-20,-5.412
25.03.25 13-40-20,-4.893
25.03.25 13-40-21,-4.627
25.03.25 13-40-21,-4.573
25.03.25 13-40-22,-4.779
25.03.25 13-40-22,-4.389
25.03.25 13-40-23,-4.625
25.03.25 13-40-23,-4.470
25.03.25 13-40-24,-4.350
25.03.25 13-40-24,-4.520
25.03.25 13-40-25,-4.790
25.03.25 13-40-25,-4.809
25.03.25 13-40-26,-4.647
25.03.25 13-40-26,-4.790
25.03.25 13-40-27,-4.589
25.03.25 13-40-27,-4.644
25.03.25 13-40-28,-4.396
25.03.25 13-40-28,-4.815
25.03.25 13-40-29,-4.344
25.03.25 13-40-30,-4.578
25.03.25 13-40-30,-4.956
25.03.25 13-40-31,-4.790
25.03.25 13-40-31,-4.669
25.03.25 13-40-32,-4.588
25.03.25 13-40-32,-4.471
25.03.25 13-40-33,-4.481
25.03.25 13-40-33,-4.634
25.03.25 13-40-34,-4.485
25.03.25 13-40-34,-4.594
25.03.25 13-40-35,-4.284
25.03.25 13-40-35,-4.471
25.03.25 13-40-36,-4.237
25.03.25 13-40-36,-4.504
25.03.25 13-40-37,-4.338
25.03.25 13-40-37,-4.145
25.03.25 13-40-38,-4.408
25.03.25 13-40-38,-3.985
25.03.25 13-40-39,-4.008
25.03.25 13-40-39,-3.863
25.03.25 13-40-40,-3.925
25.03.25 13-40-40,-3.804
25.03.25 13-40-41,-3.898
25.03.25 13-40-41,-3.945
25.03.25 13-40-42,-3.937
25.03.25 13-40-42,-4.152
25.03.25 13-40-43,-4.288
25.03.25 13-40-43,-4.045
25.03.25 13-40-44,-4.272
25.03.25 13-40-44,-4.253
25.03.25 13-40-45,-3.951
25.03.25 13-40-45,-2.890
25.03.25 13-40-46,13.129
25.03.25 13-40-46,13.912
25.03.25 13-40-47,35.921
25.03.25 13-40-47,35.191
25.03.25 13-40-48,35.876
25.03.25 13-40-48,35.888
25.03.25 13-40-49,36.136
25.03.25 13-40-49,34.812
25.03.25 13-40-50,1.024
25.03.25 13-40-50,-2.040
25.03.25 13-40-51,-3.093
25.03.25 13-40-51,-2.738
25.03.25 13-40-52,-3.060
25.03.25 13-40-52,-3.484
25.03.25 13-40-53,-3.420
25.03.25 13-40-53,-3.639
25.03.25 13-40-54,-3.716
25.03.25 13-40-54,-3.599
25.03.25 13-40-55,-3.847
25.03.25 13-40-55,-3.690
25.03.25 13-40-56,-3.677
25.03.25 13-40-56,-3.601
25.03.25 13-40-57,-3.483
25.03.25 13-40-57,-3.780
25.03.25 13-40-58,-3.979
25.03.25 13-40-58,-3.718
25.03.25 13-40-59,-3.602
25.03.25 13-41-00,-3.671
25.03.25 13-41-00,-3.589
25.03.25 13-41-01,-3.674
25.03.25 13-41-01,-3.554
25.03.25 13-41-02,-3.717
25.03.25 13-41-02,-3.443
25.03.25 13-41-03,-3.570
25.03.25 13-41-03,-3.378
25.03.25 13-41-04,-3.552
25.03.25 13-41-04,-3.451
25.03.25 13-41-05,-3.435
25.03.25 13-41-05,-3.136
25.03.25 13-41-06,-3.516
25.03.25 13-41-06,-3.443
25.03.25 13-41-07,-3.470
25.03.25 13-41-07,-3.364
25.03.25 13-41-08,-3.561
25.03.25 13-41-08,-3.358
25.03.25 13-41-09,-3.639
25.03.25 13-41-09,-3.361
25.03.25 13-41-10,-3.476
25.03.25 13-41-10,-3.539
25.03.25 13-41-11,-3.136
25.03.25 13-41-11,-2.760
25.03.25 13-41-12,-2.929
25.03.25 13-41-12,-2.477
25.03.25 13-41-13,-2.840
25.03.25 13-41-13,-2.572
25.03.25 13-41-14,-2.444
25.03.25 13-41-14,-2.545
25.03.25 13-41-15,-2.370
25.03.25 13-41-15,-2.085
25.03.25 13-41-16,-2.217
25.03.25 13-41-16,-2.107
25.03.25 13-41-17,-2.209
25.03.25 13-41-17,-2.304
25.03.25 13-41-18,-2.066
25.03.25 13-41-18,-2.013
25.03.25 13-41-19,-1.964
25.03.25 13-41-19,-2.297
25.03.25 13-41-20,-2.620
25.03.25 13-41-20,-2.390
25.03.25 13-41-21,-2.491
25.03.25 13-41-21,-2.718
25.03.25 13-41-22,-2.795
25.03.25 13-41-22,-2.478
25.03.25 13-41-23,-2.665
25.03.25 13-41-23,-2.641
25.03.25 13-41-24,-2.700
25.03.25 13-41-24,-2.553
25.03.25 13-41-25,-2.762
25.03.25 13-41-25,-2.739
25.03.25 13-41-26,-2.533
25.03.25 13-41-26,-2.793
25.03.25 13-41-27,-2.451
25.03.25 13-41-27,-2.598
25.03.25 13-41-28,-2.585
25.03.25 13-41-28,-2.463
25.03.25 13-41-29,-2.365
25.03.25 13-41-30,-2.260
25.03.25 13-41-30,-2.278
25.03.25 13-41-31,-2.568
25.03.25 13-41-31,-2.449
25.03.25 13-41-32,-2.424
25.03.25 13-41-32,-2.547
25.03.25 13-41-33,-2.503
25.03.25 13-41-33,-2.367
25.03.25 13-41-34,-2.708
25.03.25 13-41-34,-2.566
25.03.25 13-41-35,-2.455
25.03.25 13-41-35,-2.326
25.03.25 13-41-36,-2.353
25.03.25 13-41-36,-2.269
25.03.25 13-41-37,-2.402
25.03.25 13-41-37,-2.175
25.03.25 13-41-38,-2.350
25.03.25 13-41-38,-2.491
25.03.25 13-41-39,-2.522
25.03.25 13-41-39,-2.274
25.03.25 13-41-40,-2.029
25.03.25 13-41-40,-2.447
25.03.25 13-41-41,-2.194
25.03.25 13-41-41,-2.211
25.03.25 13-41-42,-2.394
25.03.25 13-41-42,-2.031
25.03.25 13-41-43,-2.347
25.03.25 13-41-43,-2.012
25.03.25 13-41-44,-1.931
25.03.25 13-41-44,-1.861
25.03.25 13-41-45,-2.279
25.03.25 13-41-45,-1.808
25.03.25 13-41-46,-1.698
25.03.25 13-41-46,-2.089
25.03.25 13-41-47,-2.278
25.03.25 13-41-47,-1.955
25.03.25 13-41-48,-2.097
25.03.25 13-41-48,-1.808
25.03.25 13-41-49,-1.830
25.03.25 13-41-49,-2.028
25.03.25 13-41-50,-1.607
25.03.25 13-41-50,-1.969
25.03.25 13-41-51,-1.859
25.03.25 13-41-51,-1.665
25.03.25 13-41-52,-1.448
25.03.25 13-41-52,-1.742
25.03.25 13-41-53,-1.713
25.03.25 13-41-53,-1.489
25.03.25 13-41-54,-1.480
25.03.25 13-41-54,-1.494
25.03.25 13-41-55,-2.726
25.03.25 13-41-55,-4.533
25.03.25 13-41-56,8.548
25.03.25 13-41-56,6.256
25.03.25 13-41-57,5.237
25.03.25 13-41-57,6.084
25.03.25 13-41-58,4.871
25.03.25 13-41-58,4.019
25.03.25 13-41-59,6.091
25.03.25 13-42-00,5.232
25.03.25 13-42-00,2.136
25.03.25 13-42-01,1.931
25.03.25 13-42-01,2.549
25.03.25 13-42-02,2.628
25.03.25 13-42-02,2.067
25.03.25 13-42-03,2.318
25.03.25 13-42-03,2.182
25.03.25 13-42-04,2.230
25.03.25 13-42-04,2.494
25.03.25 13-42-05,2.453
25.03.25 13-42-05,2.305
25.03.25 13-42-06,2.423
25.03.25 13-42-06,2.583
25.03.25 13-42-07,2.496
25.03.25 13-42-07,2.909
25.03.25 13-42-08,2.843
25.03.25 13-42-08,2.694
25.03.25 13-42-09,3.105
25.03.25 13-42-09,3.111
25.03.25 13-42-10,3.182
25.03.25 13-42-10,3.064
25.03.25 13-42-11,3.048
25.03.25 13-42-11,3.244
25.03.25 13-42-12,3.669
25.03.25 13-42-12,3.483
25.03.25 13-42-13,3.504
25.03.25 13-42-13,3.190
25.03.25 13-42-14,3.720
25.03.25 13-42-14,3.718
25.03.25 13-42-15,3.963
25.03.25 13-42-15,3.752
25.03.25 13-42-16,3.919
25.03.25 13-42-16,4.000
25.03.25 13-42-17,4.250
25.03.25 13-42-17,4.111
25.03.25 13-42-18,4.163
25.03.25 13-42-18,4.406
25.03.25 13-42-19,4.163
25.03.25 13-42-19,4.559
25.03.25 13-42-20,4.267
25.03.25 13-42-20,4.726
25.03.25 13-42-21,4.570
25.03.25 13-42-21,4.603
25.03.25 13-42-22,4.688
25.03.25 13-42-22,4.891
25.03.25 13-42-23,4.705
25.03.25 13-42-23,4.817
25.03.25 13-42-24,4.856
25.03.25 13-42-24,4.984
25.03.25 13-42-25,5.069
25.03.25 13-42-25,5.322
25.03.25 13-42-26,5.288
25.03.25 13-42-26,5.039
25.03.25 13-42-27,5.281
25.03.25 13-42-27,5.144
25.03.25 13-42-28,5.396
25.03.25 13-42-29,5.191
25.03.25 13-42-29,5.472
25.03.25 13-42-30,5.471
25.03.25 13-42-30,5.398
25.03.25 13-42-31,5.357
25.03.25 13-42-31,5.516
25.03.25 13-42-32,5.802
25.03.25 13-42-32,5.656
25.03.25 13-42-33,5.811
25.03.25 13-42-33,5.869
25.03.25 13-42-34,5.850
25.03.25 13-42-34,5.950
25.03.25 13-42-35,6.129
25.03.25 13-42-35,5.989
25.03.25 13-42-36,6.411
25.03.25 13-42-36,6.138
25.03.25 13-42-37,6.042
25.03.25 13-42-37,6.578
25.03.25 13-42-38,6.321
25.03.25 13-42-38,6.164
25.03.25 13-42-39,6.504
25.03.25 13-42-39,6.312
25.03.25 13-42-40,6.203
25.03.25 13-42-40,6.351
25.03.25 13-42-41,6.439
25.03.25 13-42-41,6.419
25.03.25 13-42-42,6.653
25.03.25 13-42-42,6.788
25.03.25 13-42-43,6.702
25.03.25 13-42-43,7.117
25.03.25 13-42-44,6.873
25.03.25 13-42-44,7.314
25.03.25 13-42-45,6.727
25.03.25 13-42-45,6.850
25.03.25 13-42-46,6.749
25.03.25 13-42-46,7.253
25.03.25 13-42-47,6.966
25.03.25 13-42-47,7.261
25.03.25 13-42-48,7.151
25.03.25 13-42-48,7.457
25.03.25 13-42-49,7.424
25.03.25 13-42-49,7.232
25.03.25 13-42-50,7.419
25.03.25 13-42-50,7.421
25.03.25 13-42-51,7.533
25.03.25 13-42-51,7.162
25.03.25 13-42-52,7.379
25.03.25 13-42-52,7.449
25.03.25 13-42-53,7.663
25.03.25 13-42-53,7.742
25.03.25 13-42-54,7.662
25.03.25 13-42-54,7.304
25.03.25 13-42-55,7.328
25.03.25 13-42-55,7.848
25.03.25 13-42-56,7.737
25.03.25 13-42-56,8.039
25.03.25 13-42-57,7.683
25.03.25 13-42-57,7.983
25.03.25 13-42-58,7.895
25.03.25 13-42-59,7.811
25.03.25 13-42-59,7.913
25.03.25 13-43-00,7.804
25.03.25 13-43-00,8.186
25.03.25 13-43-01,7.964
25.03.25 13-43-01,7.946
25.03.25 13-43-02,7.740
25.03.25 13-43-02,8.260
25.03.25 13-43-03,8.118
25.03.25 13-43-03,8.541
25.03.25 13-43-04,8.396
25.03.25 13-43-04,8.462
25.03.25 13-43-05,8.599
25.03.25 13-43-05,8.581
25.03.25 13-43-06,8.373
25.03.25 13-43-06,8.488
25.03.25 13-43-07,8.310
25.03.25 13-43-07,8.481
25.03.25 13-43-08,8.528
25.03.25 13-43-08,8.662
25.03.25 13-43-09,8.457
25.03.25 13-43-09,8.577
25.03.25 13-43-10,8.759
25.03.25 13-43-10,8.616
25.03.25 13-43-11,8.689
25.03.25 13-43-11,8.896
25.03.25 13-43-12,8.863
25.03.25 13-43-12,8.730
25.03.25 13-43-13,8.530
25.03.25 13-43-13,8.729
25.03.25 13-43-14,9.053
25.03.25 13-43-14,9.084
25.03.25 13-43-15,8.983
25.03.25 13-43-15,8.940
25.03.25 13-43-16,8.804
25.03.25 13-43-16,8.962
25.03.25 13-43-17,8.888
25.03.25 13-43-17,9.054
25.03.25 13-43-18,9.217
25.03.25 13-43-18,9.117
25.03.25 13-43-19,9.054
25.03.25 13-43-19,9.193
25.03.25 13-43-20,9.263
25.03.25 13-43-20,9.275
25.03.25 13-43-21,9.457
25.03.25 13-43-21,9.354
25.03.25 13-43-22,9.678
25.03.25 13-43-22,9.528
25.03.25 13-43-23,9.446
25.03.25 13-43-23,9.410
25.03.25 13-43-24,9.420
25.03.25 13-43-24,9.345
25.03.25 13-43-25,9.629
25.03.25 13-43-25,9.777
25.03.25 13-43-26,9.582
25.03.25 13-43-26,9.751
25.03.25 13-43-27,9.660
25.03.25 13-43-28,9.746
25.03.25 13-43-28,9.702
25.03.25 13-43-29,9.584
25.03.25 13-43-29,9.847
25.03.25 13-43-30,9.710
25.03.25 13-43-30,9.816
25.03.25 13-43-31,9.712
25.03.25 13-43-31,9.932
25.03.25 13-43-32,9.664
25.03.25 13-43-32,9.842
25.03.25 13-43-33,9.967
25.03.25 13-43-33,10.082
25.03.25 13-43-34,10.122
25.03.25 13-43-34,9.960
25.03.25 13-43-35,10.115
25.03.25 13-43-35,10.175
25.03.25 13-43-36,10.047
25.03.25 13-43-36,9.926
25.03.25 13-43-37,-22.769
25.03.25 13-43-37,-23.393
25.03.25 13-43-38,-22.269
25.03.25 13-43-38,-20.874
25.03.25 13-43-39,-20.724
25.03.25 13-43-39,-20.220
25.03.25 13-43-40,-20.698
25.03.25 13-43-40,-20.585
25.03.25 13-43-41,-20.659
25.03.25 13-43-41,-20.599
25.03.25 13-43-42,-20.502
25.03.25 13-43-42,-20.624
25.03.25 13-43-43,-20.211
25.03.25 13-43-43,-20.582
25.03.25 13-43-44,-20.642
25.03.25 13-43-44,-20.667
25.03.25 13-43-45,-19.441
25.03.25 13-43-45,-16.936
25.03.25 13-43-46,-17.574
25.03.25 13-43-46,-20.490
25.03.25 13-43-47,-20.516
25.03.25 13-43-47,-20.409
25.03.25 13-43-48,-20.347
25.03.25 13-43-48,-20.403
25.03.25 13-43-49,-20.621
25.03.25 13-43-49,-20.564
25.03.25 13-43-50,-20.409
25.03.25 13-43-50,-20.397
25.03.25 13-43-51,-20.607
25.03.25 13-43-51,-20.696
25.03.25 13-43-52,-20.441
25.03.25 13-43-52,-20.284
25.03.25 13-43-53,-20.543
25.03.25 13-43-53,-20.726
25.03.25 13-43-54,-20.648
25.03.25 13-43-54,-20.701
25.03.25 13-43-55,-20.548
25.03.25 13-43-55,-20.605
25.03.25 13-43-56,-20.476
25.03.25 13-43-56,-20.370
25.03.25 13-43-57,-20.492
25.03.25 13-43-58,-20.665
25.03.25 13-43-58,-20.690
25.03.25 13-43-59,-20.292
25.03.25 13-43-59,-20.421
25.03.25 13-44-00,-20.135
25.03.25 13-44-00,-20.297
25.03.25 13-44-01,-20.366
25.03.25 13-44-01,-20.087
25.03.25 13-44-02,-20.341
25.03.25 13-44-02,-20.126
25.03.25 13-44-03,-20.435
25.03.25 13-44-03,-20.001
25.03.25 13-44-04,-19.724
25.03.25 13-44-04,-19.912
25.03.25 13-44-05,-19.637
25.03.25 13-44-05,-20.036
25.03.25 13-44-06,-20.119
25.03.25 13-44-06,-19.882
25.03.25 13-44-07,-19.855
25.03.25 13-44-07,-19.663
25.03.25 13-44-08,-19.783
25.03.25 13-44-08,-19.763
25.03.25 13-44-09,-19.677
25.03.25 13-44-09,-19.483
25.03.25 13-44-10,-19.634
25.03.25 13-44-10,-19.411
25.03.25 13-44-11,-19.923
25.03.25 13-44-11,-19.925
25.03.25 13-44-12,-20.177
25.03.25 13-44-12,-19.943
25.03.25 13-44-13,-19.788
25.03.25 13-44-14,-19.792
25.03.25 13-44-14,-19.718
25.03.25 13-44-15,-19.556
25.03.25 13-44-15,-19.293
25.03.25 13-44-16,-19.325
25.03.25 13-44-16,-19.612
25.03.25 13-44-17,-17.151
25.03.25 13-44-17,21.661
25.03.25 13-44-18,35.643
25.03.25 13-44-18,36.028
25.03.25 13-44-19,35.831
25.03.25 13-44-19,3.784
25.03.25 13-44-20,16.372
25.03.25 13-44-20,-3.996
25.03.25 13-44-21,34.222
25.03.25 13-44-21,35.937
25.03.25 13-44-22,35.353
25.03.25 13-44-22,35.289
25.03.25 13-44-23,18.168
25.03.25 13-44-23,-18.594
25.03.25 13-44-24,-19.290
25.03.25 13-44-24,-19.120
25.03.25 13-44-25,-18.948
25.03.25 13-44-25,-19.041
25.03.25 13-44-26,-18.912
25.03.25 13-44-26,-18.642
25.03.25 13-44-27,-18.767
25.03.25 13-44-27,-18.741
25.03.25 13-44-28,-19.139
25.03.25 13-44-28,-18.817
25.03.25 13-44-29,-18.937
25.03.25 13-44-29,-18.851
25.03.25 13-44-30,-18.964
25.03.25 13-44-30,-18.887
25.03.25 13-44-31,-18.475
25.03.25 13-44-31,-18.689
25.03.25 13-44-32,-18.610
25.03.25 13-44-32,-18.569
25.03.25 13-44-33,-18.715
25.03.25 13-44-33,-18.615
25.03.25 13-44-34,-18.347
25.03.25 13-44-34,-18.259
25.03.25 13-44-35,-18.474
25.03.25 13-44-35,-17.904
25.03.25 13-44-36,-17.465
25.03.25 13-44-36,-17.609
25.03.25 13-44-37,-17.639
25.03.25 13-44-37,-17.382
25.03.25 13-44-38,-17.619
25.03.25 13-44-38,-16.970
25.03.25 13-44-39,-17.580
25.03.25 13-44-39,-17.312
25.03.25 13-44-40,-17.062
25.03.25 13-44-40,-17.067
25.03.25 13-44-41,-16.748
25.03.25 13-44-41,-16.514
25.03.25 13-44-42,-16.997
25.03.25 13-44-43,-16.976
25.03.25 13-44-43,-17.124
25.03.25 13-44-44,-17.197
25.03.25 13-44-44,-17.675
25.03.25 13-44-45,-17.496
25.03.25 13-44-45,-17.710
25.03.25 13-44-46,-17.943
25.03.25 13-44-46,-18.134
25.03.25 13-44-47,-18.325
25.03.25 13-44-47,-18.169
25.03.25 13-44-48,-18.394
25.03.25 13-44-48,-18.274
25.03.25 13-44-49,-18.206
25.03.25 13-44-49,-18.339
25.03.25 13-44-50,-18.194
25.03.25 13-44-50,-17.966
25.03.25 13-44-51,-18.210
25.03.25 13-44-51,-18.422
25.03.25 13-44-52,-18.197
25.03.25 13-44-52,-18.150
25.03.25 13-44-53,-18.209
25.03.25 13-44-53,-17.886
25.03.25 13-44-54,-18.233
25.03.25 13-44-54,-17.838
25.03.25 13-44-55,-18.038
25.03.25 13-44-55,-17.856
25.03.25 13-44-56,-17.912
25.03.25 13-44-56,-17.974
25.03.25 13-44-57,-17.938
25.03.25 13-44-57,-18.137
25.03.25 13-44-58,-17.936
25.03.25 13-44-58,-17.878
25.03.25 13-44-59,-17.841
25.03.25 13-44-59,-17.723
25.03.25 13-45-00,-18.022
25.03.25 13-45-00,-17.637
25.03.25 13-45-01,-17.673
25.03.25 13-45-01,-17.770
25.03.25 13-45-02,-17.746
25.03.25 13-45-02,-17.564
25.03.25 13-45-03,-17.672
25.03.25 13-45-03,-17.701
25.03.25 13-45-04,-17.733
25.03.25 13-45-04,-17.656
25.03.25 13-45-05,-17.904
25.03.25 13-45-05,-17.526
25.03.25 13-45-06,-17.638
25.03.25 13-45-06,-17.243
25.03.25 13-45-07,-17.535
25.03.25 13-45-07,-17.426
25.03.25 13-45-08,-17.623
25.03.25 13-45-08,-17.540
25.03.25 13-45-09,-17.708
25.03.25 13-45-09,-17.430
25.03.25 13-45-10,-17.269
25.03.25 13-45-10,-17.300
25.03.25 13-45-11,-17.452
25.03.25 13-45-12,-17.360
25.03.25 13-45-12,-17.172
25.03.25 13-45-13,-17.005
25.03.25 13-45-13,-17.215
25.03.25 13-45-14,-17.115
25.03.25 13-45-14,-17.108
25.03.25 13-45-15,-17.172
25.03.25 13-45-15,-17.138
25.03.25 13-45-16,-17.250
25.03.25 13-45-16,-16.898
25.03.25 13-45-17,-17.054
25.03.25 13-45-17,-17.059
25.03.25 13-45-18,-16.988
25.03.25 13-45-18,-16.945
25.03.25 13-45-19,-16.887
25.03.25 13-45-19,-16.838
25.03.25 13-45-20,-16.936
25.03.25 13-45-20,-16.721
25.03.25 13-45-21,-16.772
25.03.25 13-45-21,-16.799
25.03.25 13-45-22,-16.547
25.03.25 13-45-22,-16.841
25.03.25 13-45-23,-16.578
25.03.25 13-45-23,-16.604
25.03.25 13-45-24,-16.133
25.03.25 13-45-24,-16.331
25.03.25 13-45-25,-16.297
25.03.25 13-45-25,-16.112
25.03.25 13-45-26,-16.362
25.03.25 13-45-26,-16.291
25.03.25 13-45-27,-16.309
25.03.25 13-45-27,-16.090
25.03.25 13-45-28,-16.542
25.03.25 13-45-28,-16.253
25.03.25 13-45-29,-16.355
25.03.25 13-45-30,-16.116
25.03.25 13-45-30,-16.308
25.03.25 13-45-31,-15.984
25.03.25 13-45-31,-16.126
25.03.25 13-45-32,-16.090
25.03.25 13-45-32,-15.831
25.03.25 13-45-33,-15.922
25.03.25 13-45-33,-16.218
25.03.25 13-45-34,-16.004
25.03.25 13-45-34,-16.077
25.03.25 13-45-35,-15.900
25.03.25 13-45-35,-17.424
25.03.25 13-45-36,-17.044
25.03.25 13-45-36,-17.022
25.03.25 13-45-37,-16.524
25.03.25 13-45-37,-16.495
25.03.25 13-45-38,-16.267
25.03.25 13-45-38,-16.297
25.03.25 13-45-39,-16.046
25.03.25 13-45-39,-16.243
25.03.25 13-45-40,-15.878
25.03.25 13-45-40,-16.246
25.03.25 13-45-41,-16.338
25.03.25 13-45-41,-16.223
25.03.25 13-45-42,-16.307
25.03.25 13-45-42,-16.321
25.03.25 13-45-43,-16.021
25.03.25 13-45-43,-16.242
25.03.25 13-45-44,-16.104
25.03.25 13-45-44,-15.891
25.03.25 13-45-45,-16.087
25.03.25 13-45-45,-16.176
25.03.25 13-45-46,-16.274
25.03.25 13-45-46,-15.983
25.03.25 13-45-47,-16.139
25.03.25 13-45-47,-15.991
25.03.25 13-45-48,-16.003
25.03.25 13-45-48,-16.042
25.03.25 13-45-49,-15.768
25.03.25 13-45-49,-15.685
25.03.25 13-45-50,-15.841
25.03.25 13-45-50,-15.951
25.03.25 13-45-51,-15.821
25.03.25 13-45-51,-15.910
25.03.25 13-45-52,-15.443
25.03.25 13-45-52,-15.567
25.03.25 13-45-53,-15.599
25.03.25 13-45-53,-15.461
25.03.25 13-45-54,-15.765
25.03.25 13-45-54,-15.776
25.03.25 13-45-55,-15.874
25.03.25 13-45-55,-15.698
25.03.25 13-45-56,-15.281
25.03.25 13-45-57,-8.782
25.03.25 13-45-57,31.811
25.03.25 13-45-58,35.863
25.03.25 13-45-58,35.836
25.03.25 13-45-59,35.783
25.03.25 13-45-59,35.939
25.03.25 13-46-00,35.702
25.03.25 13-46-00,35.766
25.03.25 13-46-01,35.677
25.03.25 13-46-01,34.750
25.03.25 13-46-02,3.053
25.03.25 13-46-02,-13.983
25.03.25 13-46-03,-15.139
25.03.25 13-46-03,-14.878
25.03.25 13-46-04,-14.927
25.03.25 13-46-04,-15.152
25.03.25 13-46-05,-14.658
25.03.25 13-46-05,-14.682
25.03.25 13-46-06,-14.864
25.03.25 13-46-06,-15.172
25.03.25 13-46-07,-14.879
25.03.25 13-46-07,-14.966
25.03.25 13-46-08,-14.863
25.03.25 13-46-08,-14.621
25.03.25 13-46-09,-14.801
25.03.25 13-46-09,-14.685
25.03.25 13-46-10,-14.471
25.03.25 13-46-10,-14.358
25.03.25 13-46-11,-14.250
25.03.25 13-46-11,-14.167
25.03.25 13-46-12,-14.343
25.03.25 13-46-12,-14.388
25.03.25 13-46-13,-14.164
25.03.25 13-46-13,-14.246
25.03.25 13-46-14,-14.115
25.03.25 13-46-14,-14.242
25.03.25 13-46-15,-13.917
25.03.25 13-46-15,-13.419
25.03.25 13-46-16,-13.576
25.03.25 13-46-16,-13.576
25.03.25 13-46-17,-13.783
25.03.25 13-46-17,-13.540
25.03.25 13-46-18,-13.522
25.03.25 13-46-18,-13.292
25.03.25 13-46-19,-13.412
25.03.25 13-46-19,-13.359
25.03.25 13-46-20,-12.981
25.03.25 13-46-20,-13.423
25.03.25 13-46-21,-13.199
25.03.25 13-46-21,-13.413
25.03.25 13-46-22,-13.583
25.03.25 13-46-22,-12.992
25.03.25 13-46-23,-12.887
25.03.25 13-46-23,-13.247
25.03.25 13-46-24,-13.282
25.03.25 13-46-24,-12.598
25.03.25 13-46-25,-12.644
25.03.25 13-46-25,-12.829
25.03.25 13-46-26,-12.843
25.03.25 13-46-27,-12.840
25.03.25 13-46-27,-12.801
25.03.25 13-46-28,-12.980
25.03.25 13-46-28,-12.695
25.03.25 13-46-29,-12.876
25.03.25 13-46-29,-13.124
25.03.25 13-46-30,-12.804
25.03.25 13-46-30,-12.534
25.03.25 13-46-31,-13.236
25.03.25 13-46-31,-13.333
25.03.25 13-46-32,-13.559
25.03.25 13-46-32,-13.166
25.03.25 13-46-33,-13.169
25.03.25 13-46-33,-13.129
25.03.25 13-46-34,-13.338
25.03.25 13-46-34,-13.210
25.03.25 13-46-35,-13.147
25.03.25 13-46-35,-13.725
25.03.25 13-46-36,-13.264
25.03.25 13-46-36,-13.291
25.03.25 13-46-37,-13.683
25.03.25 13-46-37,-13.547
25.03.25 13-46-38,-13.825
25.03.25 13-46-38,-13.602
25.03.25 13-46-39,-13.532
25.03.25 13-46-39,-13.884
25.03.25 13-46-40,-13.463
25.03.25 13-46-40,-13.462
25.03.25 13-46-41,-13.711
25.03.25 13-46-41,-13.499
25.03.25 13-46-42,-13.624
25.03.25 13-46-42,-13.569
25.03.25 13-46-43,-13.417
25.03.25 13-46-43,-13.642
25.03.25 13-46-44,-13.464
25.03.25 13-46-44,-13.535
25.03.25 13-46-45,-13.320
25.03.25 13-46-45,-13.164
25.03.25 13-46-46,-13.248
25.03.25 13-46-46,-13.168
25.03.25 13-46-47,-13.113
25.03.25 13-46-47,-12.918
25.03.25 13-46-48,-12.992
25.03.25 13-46-48,-12.901
25.03.25 13-46-49,-13.061
25.03.25 13-46-49,-12.980
25.03.25 13-46-50,-13.333
25.03.25 13-46-50,-12.791
25.03.25 13-46-51,-12.656
25.03.25 13-46-51,-12.875
25.03.25 13-46-52,-12.494
25.03.25 13-46-52,-12.968
25.03.25 13-46-53,-12.703
25.03.25 13-46-53,-12.744
25.03.25 13-46-54,-12.497
25.03.25 13-46-54,-12.701
25.03.25 13-46-55,-12.463
25.03.25 13-46-55,-12.688
25.03.25 13-46-56,-12.374
25.03.25 13-46-57,-12.822
25.03.25 13-46-57,-12.706
25.03.25 13-46-58,-12.290
25.03.25 13-46-58,-12.410
25.03.25 13-46-59,-12.450
25.03.25 13-46-59,-12.071
25.03.25 13-47-00,-12.055
25.03.25 13-47-00,-12.037
25.03.25 13-47-01,-12.062
25.03.25 13-47-01,-11.758
25.03.25 13-47-02,-12.200
25.03.25 13-47-02,-12.273
25.03.25 13-47-03,-11.958
25.03.25 13-47-03,-11.971
25.03.25 13-47-04,-11.834
25.03.25 13-47-04,-12.094
25.03.25 13-47-05,-11.945
25.03.25 13-47-05,-11.677
25.03.25 13-47-06,-11.639
25.03.25 13-47-06,-11.561
25.03.25 13-47-07,-11.861
25.03.25 13-47-07,-11.989
25.03.25 13-47-08,-11.765
25.03.25 13-47-08,-15.047
25.03.25 13-47-09,-15.877
25.03.25 13-47-09,-16.043
25.03.25 13-47-10,-14.883
25.03.25 13-47-10,-14.823
25.03.25 13-47-11,-14.428
25.03.25 13-47-11,-14.070
25.03.25 13-47-12,-14.004
25.03.25 13-47-12,-13.956
25.03.25 13-47-13,-14.254
25.03.25 13-47-13,-13.960
25.03.25 13-47-14,-14.103
25.03.25 13-47-14,-13.596
25.03.25 13-47-15,-13.962
25.03.25 13-47-15,-14.038
25.03.25 13-47-16,-13.795
25.03.25 13-47-16,-13.600
25.03.25 13-47-17,-13.420
