Timestamp(ns),Value,MotorActive
1742913582105493000,-2.06,false
1742913582109479000,-0.09,false
1742913582113479000,2.36,false
1742913582117486000,3.47,false
1742913582121531000,1.48,false
1742913582125479000,-3.46,false
1742913582129479000,-2.38,false
1742913582133479000,1.88,false
1742913582137486000,3.83,false
1742913582141531000,0.39,false
1742913582145479000,-1.84,false
1742913582149479000,-3.86,false
1742913582153479000,0.81,false
1742913582157486000,2.97,false
1742913582161530000,0.64,false
1742913582165479000,-1.74,false
1742913582169479000,-1.59,false
1742913582173479000,1.12,false
1742913582177486000,2.51,false
1742913582181530000,-1.76,false
1742913582185479000,-3.61,false
1742913582189479000,-3.74,false
1742913582192649000,0.48,false
1742913582196479000,2.32,false
1742913582200479000,-0.07,false
1742913582204479000,-2.64,false
1742913582208479000,-4.28,false
1742913582212479000,-0.86,false
1742913582216479000,3.50,false
1742913582220479000,2.11,false
1742913582224479000,-0.84,false
1742913582228479000,-2.40,false
1742913582232479000,0.63,false
1742913582236479000,2.38,false
1742913582240479000,3.60,false
1742913582244479000,-2.34,false
1742913582248479000,-3.73,false
1742913582252479000,-0.57,false
1742913582256479000,1.56,false
1742913582260479000,1.05,false
1742913582264479000,-1.80,false
1742913582268479000,-3.61,false
1742913582272479000,1.20,false
1742913582276479000,3.07,false
1742913582280479000,3.00,false
1742913582284479000,-0.68,false
1742913582288479000,-2.83,false
1742913582292479000,0.36,false
1742913582296479000,1.92,false
1742913582300479000,0.08,false
1742913582304479000,-2.11,false
1742913582308481000,-4.03,false
1742913582312479000,-0.72,false
1742913582316479000,3.14,false
1742913582320479000,1.53,false
1742913582324479000,-1.41,false
1742913582328479000,-2.78,false
1742913582332479000,0.71,false
1742913582336479000,2.50,false
1742913582340480000,2.58,false
1742913582344479000,-1.79,false
1742913582348479000,-3.50,false
1742913582352479000,0.00,false
1742913582356479000,1.21,false
1742913582360479000,0.59,false
1742913582364479000,-1.45,false
1742913582368479000,-3.60,false
1742913582372479000,1.74,false
1742913582376479000,3.50,false
1742913582380479000,2.72,false
1742913582384479000,-0.72,false
1742913582388479000,-2.84,false
1742913582392479000,0.70,false
1742913582396479000,2.11,false
1742913582400480000,-0.59,false
1742913582404479000,-2.80,false
1742913582408479000,-4.61,false
1742913582412479000,-0.68,false
1742913582416479000,4.16,false
1742913582420479000,1.46,false
1742913582424479000,-1.25,false
1742913582428479000,-3.55,false
1742913582432479000,0.92,false
1742913582436479000,2.31,false
1742913582440479000,2.39,false
1742913582444479000,-1.72,false
1742913582448479000,-2.28,false
1742913582452479000,0.99,false
1742913582456479000,2.38,false
1742913582460480000,-0.29,false
1742913582464479000,-2.98,false
1742913582468479000,-4.67,false
1742913582472479000,2.28,false
1742913582476479000,3.90,false
1742913582480479000,1.78,false
1742913582484479000,-1.47,false
1742913582488479000,-3.77,false
1742913582492479000,0.64,false
1742913582496479000,2.87,false
1742913582500479000,3.85,false
1742913582504479000,-2.16,false
1742913582508479000,-3.82,false
1742913582512479000,0.09,false
1742913582516479000,4.34,false
1742913582520479000,0.98,false
1742913582524480000,-1.72,false
1742913582528479000,-3.71,false
1742913582532479000,1.90,false
1742913582536479000,3.74,false
1742913582540479000,2.85,false
1742913582544479000,-4.54,false
1742913582548479000,-5.06,false
1742913582552479000,-0.30,false
1742913582556479000,2.56,false
1742913582560479000,1.26,false
1742913582564479000,-1.81,false
1742913582568479000,-4.14,false
1742913582572479000,-0.72,false
1742913582576479000,3.25,false
1742913582580479000,1.71,false
1742913582584479000,-1.28,false
1742913582588481000,-2.23,false
1742913582592479000,1.16,false
1742913582596479000,3.24,false
1742913582600479000,3.52,false
1742913582604480000,-2.78,false
1742913582608486000,-3.96,false
1742913582612479000,0.18,false
1742913582616479000,3.99,false
1742913582620479000,1.04,false
1742913582624479000,-1.43,false
1742913582628479000,-4.00,false
1742913582632479000,1.28,false
1742913582636479000,3.52,false
1742913582640479000,2.72,false
1742913582644479000,-0.86,false
1742913582648479000,-2.84,false
1742913582652479000,1.40,false
1742913582656479000,2.83,false
1742913582660479000,0.04,false
1742913582664479000,-1.94,false
1742913582668479000,-4.03,false
1742913582672479000,-0.79,false
1742913582676479000,3.60,false
1742913582680479000,1.68,false
1742913582684479000,-0.81,false
1742913582688479000,-2.18,false
1742913582692482000,0.42,false
1742913582696484000,2.31,false
1742913582700479000,2.66,false
1742913582704767000,-1.79,false
1742913582708481000,-3.18,false
1742913582712479000,0.13,false
1742913582716479000,1.17,false
1742913582720479000,0.31,false
1742913582724479000,-0.83,false
1742913582728481000,-3.26,false
1742913582732479000,1.44,false
1742913582736479000,3.07,false
1742913582740480000,1.55,false
1742913582744479000,-1.10,false
1742913582748479000,-2.62,false
1742913582752479000,1.08,false
1742913582756479000,2.61,false
1742913582760479000,-0.13,false
1742913582764479000,-1.41,false
1742913582768479000,-3.10,false
1742913582772479000,-0.76,false
1742913582776479000,3.63,false
1742913582780479000,1.39,false
1742913582784479000,-0.88,false
1742913582788479000,-2.55,false
1742913582792479000,1.32,false
1742913582796479000,2.79,false
1742913582800479000,2.63,false
1742913582804479000,-2.71,false
1742913582808480000,-3.64,false
1742913582812479000,-0.19,false
1742913582816479000,1.50,false
1742913582820479000,0.30,false
1742913582824479000,-1.93,false
1742913582828479000,-4.06,false
1742913582832479000,1.66,false
1742913582836479000,3.84,false
1742913582840479000,2.15,false
1742913582844479000,-1.12,false
1742913582848479000,-3.06,false
1742913582852479000,0.20,false
1742913582856479000,2.39,false
1742913582860479000,0.07,false
1742913582864479000,-1.80,false
1742913582868479000,-3.67,false
1742913582872479000,-0.34,false
1742913582876479000,3.60,false
1742913582880479000,1.76,false
1742913582884479000,-0.32,false
1742913582888479000,-3.27,false
1742913582892479000,1.29,false
1742913582896479000,2.62,false
1742913582900479000,2.05,false
1742913582904479000,-2.81,false
1742913582908480000,-3.17,false
1742913582912480000,0.38,false
1742913582916479000,2.04,false
1742913582920479000,0.36,false
1742913582924479000,-1.83,false
1742913582928479000,-4.27,false
1742913582932479000,1.02,false
1742913582936479000,3.51,false
1742913582940479000,1.81,false
1742913582944479000,-0.81,false
1742913582948479000,-2.30,false
1742913582952479000,0.31,false
1742913582956479000,2.21,false
1742913582960479000,2.92,false
1742913582964479000,-1.57,false
1742913582968479000,-2.53,false
1742913582972479000,1.46,false
1742913582976479000,4.06,false
1742913582980479000,0.74,false
1742913582984479000,-0.92,false
1742913582988479000,-2.97,false
1742913582992479000,2.10,false
1742913582996479000,4.11,false
1742913583000479000,2.75,false
1742913583004479000,-1.86,false
1742913583008479000,-1.89,false
1742913583012480000,1.61,false
1742913583016479000,3.44,false
1742913583020479000,0.70,false
1742913583024479000,-0.60,false
1742913583028479000,-2.24,false
1742913583032479000,1.29,false
1742913583036479000,3.88,false
1742913583040479000,1.38,false
1742913583044479000,-1.21,false
1742913583048479000,0.05,false
1742913583052479000,2.61,false
1742913583056479000,3.81,false
1742913583060479000,3.14,false
1742913583064479000,-1.56,false
1742913583068479000,-1.83,false
1742913583072479000,2.04,false
1742913583076494000,4.75,false
1742913583080479000,1.67,false
1742913583084479000,-0.30,false
1742913583088479000,-2.05,false
1742913583092479000,3.28,false
1742913583096494000,4.69,false
1742913583100479000,2.50,false
1742913583104479000,-0.09,false
1742913583108479000,0.02,false
1742913583112479000,3.39,false
1742913583116499000,4.89,false
1742913583120479000,1.06,false
1742913583124479000,-1.13,false
1742913583128479000,-2.01,false
1742913583132479000,1.85,false
1742913583136494000,5.41,false
1742913583140479000,2.29,false
1742913583144479000,-0.18,false
1742913583148479000,0.68,false
1742913583152479000,3.63,false
1742913583156494000,5.48,false
1742913583160479000,4.32,false
1742913583164479000,-1.05,false
1742913583168479000,-1.10,false
1742913583172479000,2.73,false
1742913583176494000,4.16,false
1742913583180479000,1.52,false
1742913583184479000,-0.30,false
1742913583188479000,-1.97,false
1742913583192479000,4.65,false
1742913583196494000,6.93,false
1742913583200479000,4.97,false
1742913583204479000,2.54,false
1742913583208479000,0.93,false
1742913583212479000,3.73,false
1742913583216660000,5.33,false
1742913583220479000,2.93,false
