Timestamp(ns),Value,MotorActive
1742920521435368000,1.60,false
1742920521439353000,1.56,false
1742920521443353000,-1.86,false
1742920521447353000,-4.22,false
1742920521451399000,-0.15,false
1742920521455353000,1.33,false
1742920521458503000,3.44,false
1742920521461763000,0.21,false
1742920521465356000,-1.68,false
1742920521469353000,-1.89,false
1742920521473353000,0.05,false
1742920521477353000,1.60,false
1742920521481398000,0.50,false
1742920521485353000,-2.68,false
1742920521489353000,-1.70,false
1742920521493353000,0.78,false
1742920521497353000,1.80,false
1742920521501399000,-1.60,false
1742920521505353000,-2.76,false
1742920521509353000,-3.81,false
1742920521513353000,1.72,false
1742920521517353000,3.26,false
1742920521521399000,0.69,false
1742920521525353000,-1.66,false
1742920521529353000,-1.92,false
1742920521533353000,0.23,false
1742920521537353000,1.68,false
1742920521541401000,-1.36,false
1742920521545353000,-2.82,false
1742920521549353000,-2.98,false
1742920521553353000,0.66,false
1742920521557353000,2.52,false
1742920521561372000,-1.19,false
1742920521565353000,-3.09,false
1742920521569353000,-1.55,false
1742920521573353000,0.54,false
1742920521577353000,2.76,false
1742920521581368000,1.75,false
1742920521585353000,-3.64,false
1742920521589353000,-2.66,false
1742920521593353000,0.37,false
1742920521597353000,1.60,false
1742920521601368000,-0.84,false
1742920521605353000,-2.24,false
1742920521609353000,-3.49,false
1742920521613353000,1.31,false
1742920521617353000,2.43,false
1742920521621368000,0.06,false
1742920521625353000,-2.17,false
1742920521629353000,-1.68,false
1742920521633353000,1.23,false
1742920521637356000,2.12,false
1742920521641372000,-1.65,false
1742920521645353000,-3.12,false
1742920521649537000,-3.41,false
1742920521653353000,0.48,false
1742920521657353000,2.22,false
1742920521661368000,-0.64,false
1742920521665354000,-2.38,false
1742920521669353000,-4.04,false
1742920521673353000,1.79,false
1742920521677353000,3.02,false
1742920521681371000,0.93,false
1742920521685353000,-4.02,false
1742920521689353000,-2.58,false
1742920521693353000,0.99,false
1742920521697353000,1.95,false
1742920521701368000,-1.38,false
1742920521705353000,-2.88,false
1742920521709353000,-3.70,false
1742920521713353000,1.44,false
1742920521717353000,2.82,false
1742920521721369000,0.36,false
1742920521725353000,-1.53,false
1742920521729353000,-1.12,false
1742920521733353000,1.95,false
1742920521737353000,2.85,false
1742920521741368000,-2.73,false
1742920521745353000,-4.39,false
1742920521749353000,-4.03,false
1742920521753353000,0.11,false
1742920521757353000,2.76,false
1742920521761369000,-0.57,false
1742920521765353000,-2.07,false
1742920521769353000,-3.82,false
1742920521773353000,1.48,false
1742920521777353000,3.35,false
1742920521781368000,0.90,false
1742920521785353000,-3.54,false
1742920521789353000,-2.23,false
1742920521793353000,1.50,false
1742920521797353000,2.64,false
1742920521801368000,-1.62,false
1742920521805353000,-3.22,false
1742920521809354000,-4.33,false
1742920521813353000,1.63,false
1742920521817353000,3.59,false
1742920521821368000,0.78,false
1742920521825353000,-2.35,false
1742920521829353000,-2.01,false
1742920521833353000,0.91,false
1742920521837353000,2.60,false
